iter,time,reward,steps,convergence,,,
391,0.1619,88,14,3.191516886,3.905584791,3.334425662,2.444860039
392,0.1114,92,10,3.105182959,3.623253323,3.398739628,2.397911968
393,0.1107,93,9,2.849964214,3.297287857,3.321034917,2.208664519
394,0.1914,92,10,3.144177502,3.572849313,3.222544289,2.050498794
395,0.1595,92,10,3.096887051,3.434166113,3.208740146,2.475723362
396,0.1256,91,11,3.36656075,3.309351234,2.550813917,2.37423785
397,0.2059,90,12,3.442950256,3.64030268,2.065246569,2.26675562
398,0.1997,91,11,3.178578962,3.590857806,2.684888614,1.799916816
399,0.1514,90,12,3.227751775,4.076189961,2.588926446,1.873227824
400,0.1866,92,10,2.997987964,3.622368022,2.362845607,1.714599074
401,0.155,93,9,2.873943425,3.651377465,2.747479554,2.31496856
402,0.2225,86,16,2.870142128,3.636285806,3.373622539,2.976352633
403,0.4161,92,10,3.36863365,3.65696107,3.446976365,3.213259447
404,0.3293,88,14,3.062042697,3.387355584,3.488821827,3.289305962
405,0.2414,91,11,3.60230286,3.443056822,4.188589274,2.930900546
406,0.3481,89,13,3.271130682,3.455733875,4.309879525,2.915413158
407,0.2368,89,13,3.274699214,3.113157803,4.184361487,2.980418697
408,0.3317,91,11,3.375176699,2.496327812,3.470826358,3.406229032
409,0.2421,93,9,2.964902639,1.967857494,3.482284751,3.362737826
410,0.2528,92,10,3.307423489,1.811331384,3.690692648,3.447296782
411,0.3505,92,10,3.422230038,1.688798808,3.371630548,2.7358034
412,0.3596,90,12,3.503759587,2.349425888,2.801372017,2.06320929
413,0.3819,87,15,3.320188709,2.442889743,2.796163015,1.935198894
414,0.2669,93,9,3.372160362,2.287904659,2.824016591,1.926987838
415,0.3155,93,9,2.885447951,2.16236674,2.180705365,1.926497811
416,0.2722,91,11,2.795186737,2.079302696,2.126910053,2.126984739
417,0.2738,90,12,3.411745651,2.076037801,2.030869437,2.611926081
418,0.277,92,10,3.610021707,1.995177639,2.002819666,2.236032057
419,0.2712,90,12,4.150456573,2.082731661,2.448532651,2.984419417
420,0.3697,93,9,3.916586938,2.261492981,2.109420648,3.575653222
421,0.239,85,17,4.358762815,2.246899884,2.104591719,4.138240205
422,0.3067,93,9,4.31531557,1.540245695,2.512586323,4.144502261
423,0.3461,88,14,3.962094979,1.464530068,3.095434555,4.622259097
424,0.4774,92,10,4.235328053,1.453398878,3.094699434,4.501127237
425,0.2944,85,17,4.158159423,1.442589353,3.469587478,4.568413394
426,0.2678,90,12,4.221544276,1.433833638,3.498146583,4.572989554
427,0.1639,90,12,3.913661934,1.825600371,3.532739776,3.99155704
428,0.1805,88,14,3.533061493,1.900766176,3.678547602,3.915837847
429,0.1486,91,11,3.167580859,1.833998599,3.316045256,3.88013453
430,0.1557,89,13,3.026587636,1.632580414,3.894146683,3.159732758
431,0.1709,93,9,2.49340207,1.814289366,3.758669291,3.266285514
432,0.3245,90,12,2.483561581,1.77314447,3.729669847,3.826061481
433,0.2985,93,9,2.455682271,2.37800482,3.713644525,3.843569847
434,0.2517,91,11,2.533234208,2.969243694,3.733683563,4.409460789
435,0.3226,89,13,2.534492611,3.118882537,3.409136102,4.740871491
436,0.2525,92,10,2.927709291,3.33843828,3.424591317,4.665239696
437,0.2264,84,18,2.67559192,2.919368414,3.579128133,4.860074142
438,0.3317,93,9,3.071246685,3.322636387,3.645938198,5.654316522
439,0.2411,90,12,3.254572724,3.247159324,3.727777711,5.10724473
440,0.3018,89,13,3.444786938,3.945322766,3.83990936,5.851675864
441,0.353,90,12,3.542851281,4.209745663,4.514554812,5.377546055
442,0.3607,92,10,3.552787207,4.273947784,4.100027746,5.511909021
443,0.2423,90,12,3.572154832,3.59967801,3.481993226,5.013353536
444,0.2392,91,11,3.163547782,3.078895814,3.48026931,4.448366149
445,0.2473,93,9,3.197547453,3.557023012,3.438546919,4.051609847
446,0.3248,93,9,2.832889812,3.815734335,3.402288972,4.130965133
447,0.2393,88,14,3.043402869,3.785267052,3.30330832,4.034256418
448,0.3433,93,9,2.72219929,3.379390659,3.156751658,3.309886504
449,0.1939,91,11,2.445799247,3.766804905,3.134161258,3.10009859
450,0.3408,91,11,2.320219179,3.189490026,2.455241074,2.385206462
451,0.2994,89,13,2.14376703,3.20633957,1.797394592,2.22461956
452,0.2681,89,13,2.01715087,3.205952896,1.702244509,2.059158369
453,0.2189,89,13,1.946751529,3.226580524,1.741885007,1.969764414
454,0.2292,92,10,2.05249779,3.184733167,1.721541841,2.516026636
455,0.2292,89,13,2.385857331,2.759948803,1.812271781,2.500312586
456,0.3214,92,10,2.327265831,2.413872973,2.224919092,2.451158138
457,0.2584,92,10,1.90392865,2.398041688,2.5073575,2.380339597
458,0.3358,93,9,1.927967092,2.36673559,2.583117636,2.450034213
459,0.2157,89,13,1.92794845,2.624308651,2.521598259,2.466480551
460,0.2791,90,12,1.973362223,2.571589949,2.462376355,2.645914167
461,0.2524,91,11,1.969470266,2.134586233,2.625472997,2.651350284
462,0.2252,90,12,2.037645198,2.108458141,3.042160376,2.049514861
463,0.2628,87,15,2.148197244,2.035725837,2.989740857,2.553128114
464,0.3303,92,10,2.116955779,2.014562083,2.998253945,2.094229183
465,0.2331,93,9,1.725227941,2.577508768,2.993252386,2.056471377
466,0.192,92,10,1.723464488,2.453086935,2.557268387,1.965843341
467,0.2365,93,9,1.821207445,2.409726917,2.753659861,2.075725032
468,0.5144,90,12,1.708598196,2.387192903,2.620465408,2.500125901
469,0.3221,85,17,1.613033271,1.741579822,2.522044462,2.668878432
470,0.2274,91,11,1.513417947,1.634756895,2.488989443,2.652959908
471,0.3924,92,10,1.958103599,1.752236274,2.256282061,2.732021022
472,0.2245,92,10,1.961220709,1.671328507,1.771355108,2.842966632
473,0.2242,91,11,1.845015639,1.805525584,1.814239076,2.407298562
474,0.314,91,11,1.761889535,1.946483567,1.667550377,2.470257554
475,0.2946,91,11,2.132377813,1.209984699,1.652026827,2.514387414
476,0.2158,91,11,2.161094267,1.187614024,2.386850733,2.481941614
477,0.2088,89,13,2.056496159,1.233702979,1.893466739,3.105220981
478,0.2883,92,10,2.047758296,1.917859791,2.405185339,2.572507708
479,0.2522,93,9,2.04503206,2.38099236,2.864689713,2.531395326
480,0.1935,92,10,2.212203576,2.554788801,3.289877986,2.455640486
481,0.3432,91,11,1.872645157,2.6320025,3.435134821,2.427592893
482,0.3016,92,10,1.793475201,2.794324619,3.597614824,2.390597062
483,0.2428,93,9,1.774412658,3.05260574,3.564339979,2.394761973
484,0.2999,90,12,1.706233311,2.979261239,3.792502751,2.300620183
485,0.2934,93,9,1.69437959,3.038870158,3.758021734,2.345439241
486,0.4842,92,10,1.773370971,3.115148666,3.087475056,2.476442583
487,0.1911,90,12,1.891438363,3.227719567,3.600653634,1.734934162
488,0.3936,92,10,2.415163921,2.590817074,3.212156804,1.749053224
489,0.2372,91,11,2.577254015,2.205012283,3.144647697,1.854509542
490,0.3397,87,15,2.515946086,2.154708384,2.871588443,1.940198106
491,0.2305,92,10,2.495521824,2.141759394,2.939524158,1.883652826
492,0.196,93,9,2.598023733,2.096168793,2.852384857,2.316934815
493,0.2901,87,15,3.016673261,2.125682806,2.905453845,2.795384327
494,0.2559,92,10,3.081380984,2.162083781,2.851576089,2.882509989
495,0.2302,89,13,2.631425925,2.165121247,2.916613582,2.767739978
496,0.341,91,11,2.490998625,2.261535948,2.82788281,2.771225041
497,0.2416,91,11,2.379745782,2.25488572,2.367606294,3.334998593
498,0.1596,93,9,1.802674907,2.830123374,2.221639403,3.748880282
499,0.266,92,10,1.67324956,2.803925714,1.947183199,4.00672549
500,0.2911,92,10,1.551510473,2.782705609,2.225243565,4.271929583
501,0.1568,93,9,1.665958828,3.270312004,2.523882136,4.454080917
502,0.1537,89,13,1.805826617,3.288274558,2.900061945,3.97948826
503,0.1878,93,9,1.408043311,2.997909524,2.884486919,3.992818623
504,0.2367,93,9,1.520812361,3.288608944,3.457329435,3.869832455
505,0.1712,93,9,1.549104238,3.401098989,3.440896183,3.886478819
506,0.1631,92,10,1.554473668,3.353859375,3.443647185,4.420764465
507,0.1357,87,15,2.074132727,3.317641348,3.921151296,4.322438502
508,0.1558,89,13,2.103211242,2.732982374,4.069124841,3.911037954
509,0.1441,90,12,2.085723703,3.244553402,4.043554241,3.565547956
510,0.1158,90,12,2.664546069,3.178468398,4.045903312,3.133072854
511,0.1352,90,12,2.570309452,2.622318481,3.963760173,3.132459471
512,0.191,91,11,2.444229281,2.724007573,4.277241683,3.566768215
513,0.1875,91,11,2.384508944,2.703426816,4.29138625,3.196220675
514,0.1548,93,9,2.308951578,2.267613271,3.619140559,3.355290023
515,0.2198,93,9,2.334452072,2.249308799,3.521968466,4.058411683
516,0.2008,92,10,3.109020203,2.94284651,4.195857402,3.306070327
517,0.1564,87,15,2.679118117,2.911248788,3.681978545,3.293639799
518,0.1668,84,18,2.718912493,3.010504606,3.719973514,3.937807074
519,0.1771,84,18,3.151648086,2.45811186,3.774906106,3.989921287
520,0.2414,91,11,2.617564038,2.566503974,3.446943705,4.594512808
521,0.3203,90,12,2.54690924,2.869287188,3.748381696,4.455529039
522,0.2998,86,16,2.560284409,2.78637643,3.109172588,4.149194564
523,0.5141,90,12,2.613025598,3.112993104,3.070004957,4.203905619
524,0.2345,84,18,2.95542442,3.26294802,3.475727702,4.123196884
525,0.1822,93,9,3.369772214,3.512446271,3.475427983,3.527129668
526,0.2399,92,10,2.769271327,2.865744741,2.880091598,4.232031612
527,0.1857,93,9,2.72035516,2.884535911,2.826393798,4.454397933
528,0.1938,92,10,2.780620073,2.831809554,3.064224039,3.882860767
529,0.2125,91,11,2.362837171,2.865922227,3.353973744,4.390228798
530,0.1561,90,12,2.344354793,2.883984781,3.338562461,4.148181746
531,0.1912,88,14,2.773494258,2.534409507,2.803291087,4.183491234
532,0.1652,86,16,2.829893344,2.475090528,3.149181957,4.145057085
533,0.1779,93,9,2.872852558,2.065324349,3.556865176,4.504492821
534,0.1645,88,14,2.859125326,2.134598347,3.394680149,5.093099786
535,0.2009,93,9,2.565759229,1.783608683,3.575290449,5.05915579
536,0.2348,88,14,2.970456308,1.72260153,3.663404246,4.540061585
537,0.1882,89,13,3.104932708,2.350655558,3.729780116,4.290960944
538,0.2719,93,9,3.110202155,2.746192953,3.414420133,4.319977326
539,0.1561,92,10,3.145732423,3.108355125,2.981032936,4.053711406
540,0.1557,92,10,3.218508568,3.057951698,2.894511651,3.737294854
541,0.1865,88,14,3.216222853,3.148868689,2.751843196,4.115620521
542,0.1254,87,15,3.232214678,3.476626395,2.783816248,4.678882238
543,0.1356,92,10,3.16392694,3.814258421,2.348346874,4.171179904
544,0.1781,85,17,2.841351722,3.791427964,2.465994197,3.579707049
545,0.1703,93,9,3.30934361,3.852322235,2.381969075,3.540561016
546,0.2259,91,11,2.887710672,3.882456576,2.786468823,3.738437639
547,0.1574,93,9,2.72601484,3.199052383,3.220797744,3.820328846
548,0.2273,93,9,2.656251608,2.871418205,3.473928352,4.123871583
549,0.2014,86,16,2.65690012,2.490016584,3.569240283,3.772458643
550,0.1663,91,11,3.224519947,2.475298784,3.749971154,3.860749489
551,0.1726,91,11,2.75721067,2.324291725,3.791200198,3.980761628
552,0.1536,89,13,2.662877553,1.925057325,3.490138913,3.450327541
553,0.1442,91,11,3.373414222,1.564177169,3.563142268,3.465834889
554,0.1456,91,11,3.360994314,1.406585811,3.200431885,3.987336047
555,0.1401,93,9,2.801382064,1.706960747,3.063900253,3.971191838
556,0.1218,92,10,2.626535885,1.686059367,2.563496373,4.056264377
557,0.1802,88,14,2.610117023,2.410357769,2.165820658,3.591777632
558,0.1366,92,10,2.538566028,3.000652087,1.856216332,3.878325068
559,0.1662,91,11,2.581271751,3.382533058,2.359801384,3.875135141
560,0.1774,89,13,1.928047626,3.396574974,2.24674953,3.811410725
561,0.1714,92,10,1.914716405,3.415290801,2.190541415,3.250213787
562,0.1508,90,12,1.808642807,3.825521457,2.119665826,3.526159081
563,0.1912,89,13,1.280152952,3.959056201,2.57614676,4.124267179
564,0.1554,91,11,1.163020967,3.954181499,2.588103643,3.670680456
565,0.1403,91,11,1.069884648,3.704248488,2.792436609,3.784888658
566,0.1349,93,9,1.276538855,3.769851468,2.687146918,3.502007729
567,0.1528,90,12,1.48030642,3.167578354,2.487526713,3.493237798
568,0.1469,93,9,1.99738688,2.584239968,3.117037121,2.922345893
569,0.1337,92,10,1.884248337,2.244201558,2.650047795,2.839588243
570,0.1564,93,9,1.857926108,2.283668928,2.70164013,3.214228933
571,0.1508,93,9,1.989085778,2.299564186,2.787490783,3.265543277
572,0.137,93,9,2.180169934,2.052063356,3.193976855,2.925248863
573,0.121,93,9,2.01086855,2.015691778,2.752092821,2.251968939
574,0.2562,93,9,2.687805034,2.161310704,2.776824943,2.559372648
575,0.1245,90,12,3.340424296,2.584520584,3.072752144,2.412871984
576,0.1289,91,11,3.324745887,2.488311657,3.126787978,2.263114688
577,0.1518,91,11,3.13272618,2.367000881,3.240213636,2.368086854
578,0.1918,91,11,2.786257941,2.232086613,2.68611273,2.814476478
579,0.1435,90,12,2.849925472,2.113617771,3.040657792,3.275543059
580,0.2221,91,11,2.901496172,2.11401072,3.506570116,2.801072078
581,0.1678,89,13,2.779422941,2.059427921,3.527957608,2.842259682
582,0.2413,90,12,2.625171755,2.032492814,3.04324455,3.437244445
583,0.2277,93,9,3.091405333,1.934011658,3.34507524,4.156783573
584,0.1569,93,9,2.542792281,1.776543667,3.298008236,3.822400367
585,0.1771,93,9,1.892266612,1.197528124,2.729015528,4.234826871
586,0.1509,92,10,1.817634319,1.154863223,3.175782396,4.311688579
587,0.1815,90,12,1.873442825,1.116464812,3.311175247,4.316710885
588,0.1699,93,9,1.820535316,1.245817629,3.739917934,3.829580763
589,0.16,92,10,2.482679409,1.272440837,3.991953319,3.48440975
590,0.1719,93,9,3.102723574,1.375476975,3.378028586,3.906939249
591,0.1639,91,11,3.24995408,1.593663558,3.211444337,3.949154029
592,0.1621,91,11,3.816227692,1.654140278,3.28217641,4.020413873
593,0.2906,92,10,3.411237347,2.18228254,3.330213808,3.718022503
594,0.1598,87,15,3.691791416,2.293013725,3.319764761,3.72385256
595,0.1764,93,9,3.914717557,2.686468788,3.344243714,3.320071871
596,0.1477,93,9,4.323686438,2.775327538,3.527860716,3.802633476
597,0.1577,87,15,4.257720429,3.336070706,3.441691654,3.833407096
598,0.1865,89,13,4.29260548,3.639797003,2.909707318,3.735119308
599,0.1636,88,14,3.66475372,3.82947138,2.213677001,4.164059449
600,0.179,91,11,3.020969991,4.059136939,2.678670035,4.015814474
601,0.1789,90,12,2.889416373,3.9807265,2.751412396,4.088208096
602,0.2574,85,17,2.285626199,3.856397019,2.718359573,3.922184353
603,0.1622,85,17,2.314174255,3.365505182,2.288904269,4.225759161
604,0.162,93,9,1.951042697,3.28489618,2.427281788,4.810672896
605,0.1524,88,14,1.761336588,3.335454577,2.547561003,5.016080825
606,0.21,89,13,1.655162555,3.304470978,1.94726491,4.480529945
607,0.1243,91,11,1.782820655,2.795815447,2.043497248,4.44967562
608,0.1806,89,13,2.084803908,2.507757868,2.434339945,4.564881852
609,0.1151,92,10,2.048623401,2.392864133,2.45941585,4.10983182
610,0.1643,87,15,2.472605205,2.091615181,2.542288725,3.998142198
611,0.1262,90,12,3.1105107,2.081948995,2.971171304,3.810468998
612,0.1976,91,11,3.234751225,2.066163351,3.074433341,3.26813471
613,0.2093,90,12,3.204150782,2.109266104,3.147412324,2.609655278
614,0.212,75,27,3.608758761,2.133102637,3.028775649,1.934639861
615,0.1636,92,10,3.74507581,1.838390599,2.95614468,1.861387642
616,0.1257,93,9,3.496061662,1.786947853,2.977887602,1.854495977
617,0.1683,92,10,3.455004542,1.731818046,2.767907945,1.854493381
618,0.1493,88,14,3.593144792,1.553229639,2.36361808,1.765136178
619,0.1573,90,12,3.54456344,1.660596042,2.356763547,1.828113195
620,0.1768,93,9,3.188677319,1.509647583,1.853985899,2.337551185
621,0.116,90,12,2.963987212,2.137801593,1.437895508,2.263913314
622,0.1469,92,10,2.971753065,2.68941135,2.02750833,2.383054779
623,0.1714,91,11,2.978742333,2.795280267,2.585530037,2.727634475
624,0.1611,87,15,2.60458664,2.800586629,3.013134014,2.683947287
625,0.1219,83,19,2.446717528,2.664002174,3.059762261,2.925959071
626,0.1366,93,9,2.273339881,2.679203211,3.062325832,2.910095847
627,0.1283,87,15,2.211015508,2.848028333,3.720381474,2.961081122
628,0.1559,88,14,2.395704996,3.007124325,4.133954924,3.280640058
629,0.1569,89,13,2.517071861,3.273939833,4.175902296,3.14647263
630,0.1313,88,14,2.550575172,3.916935932,4.191564723,2.483570455
631,0.1467,93,9,2.218416614,3.264107786,4.245559231,2.663211561
632,0.1331,88,14,2.126824421,2.772550234,4.151575848,2.70356368
633,0.1338,91,11,2.532427484,3.025812142,3.578193608,2.959822227
634,0.1257,91,11,2.670496068,3.104659067,3.528637998,3.586191847
635,0.1397,93,9,2.886118612,3.125363073,3.576252152,3.281545872
636,0.14,91,11,3.051259117,3.21135136,3.61461472,3.361440516
637,0.1594,93,9,3.690678267,3.691681934,2.932167961,3.297125676
638,0.1255,89,13,3.025832476,3.709676767,3.270235713,3.583369757
639,0.116,90,12,2.937758531,3.350345408,3.755223341,4.168359952
640,0.1441,92,10,2.84598605,3.176212702,3.876761553,4.232940092
641,0.1523,88,14,2.765845235,3.158619258,3.761161214,4.219981783
642,0.1304,93,9,3.218018991,3.120189716,3.68920565,4.160462196
643,0.185,92,10,2.857817161,2.772728638,3.977105707,3.557063752
644,0.1361,92,10,2.664747501,2.717437107,4.095245136,3.00051694
645,0.1705,91,11,2.568755807,2.728214027,4.055712333,3.056356031
646,0.1424,91,11,2.421081446,2.666185571,4.109965603,3.416346616
647,0.1101,91,11,1.768565535,2.489633092,4.153558863,3.716021715
648,0.112,92,10,1.663393757,2.43683901,3.365621853,3.133932316
649,0.1748,91,11,1.587820723,2.34079939,3.431597322,2.682576449
650,0.1212,89,13,1.582588505,1.875569444,3.435996517,2.626770165
651,0.1575,89,13,1.695154646,1.843592891,3.563285153,2.890796842
652,0.1918,90,12,1.234622037,1.972069461,3.411464253,2.930959391
653,0.1551,89,13,1.574492615,2.372478907,3.752176494,2.94935752
654,0.1803,85,17,2.0037341,2.298706329,3.350240752,3.419766839
655,0.1959,92,10,2.174566782,2.213957595,3.830592884,3.381868172
656,0.1508,92,10,2.382862344,2.651362352,3.600614752,3.038023969
657,0.1654,92,10,2.540628315,2.303221449,3.753102663,2.850166814
658,0.2164,92,10,2.984771133,2.781139509,4.40892728,2.797217167
659,0.1466,90,12,3.096140379,2.868580803,3.870204468,2.763763475
660,0.1917,89,13,3.224657002,3.519250238,3.805299551,2.857015231
661,0.1225,90,12,3.148316104,3.849650116,3.752726568,2.530608047
662,0.1721,85,17,3.146345189,4.23517695,3.888145205,2.423581707
663,0.105,90,12,2.757338104,3.902937806,3.246703362,2.925174609
664,0.1655,90,12,3.05470789,4.034660618,3.819937904,2.440585505
665,0.1209,85,17,2.875082014,4.563703879,3.91101966,2.759994824
666,0.1657,91,11,3.094288711,4.139224327,4.168995825,2.659937697
667,0.2638,93,9,3.362709892,4.617981094,3.984079027,2.567160185
668,0.1461,90,12,2.955419305,4.187708104,3.535028678,3.27456323
669,0.2003,93,9,2.941477921,4.716445507,3.535751195,3.223875997
670,0.1301,87,15,2.835895927,4.198164093,4.18479845,3.114790363
671,0.2213,87,15,2.879698846,3.896258648,4.308496543,3.493561488
672,0.2556,91,11,2.930586885,3.469671984,3.896163283,3.441990429
673,0.1719,90,12,2.935677508,3.409957284,3.878118162,2.997137418
674,0.2342,90,12,2.289521508,3.40873121,3.603840834,3.15857785
675,0.1911,89,13,2.684161835,2.94285141,3.37294997,2.851577954
676,0.1597,88,14,2.440025134,2.902143951,3.362171192,2.879781969
677,0.1792,91,11,2.187478955,2.308141548,3.378763294,2.940125691
678,0.1541,89,13,2.61104794,2.217096198,3.711104696,2.938577172
679,0.2012,93,9,2.605230966,1.61137517,3.742743103,2.874537016
680,0.1599,91,11,2.564653184,1.954885196,3.022690581,3.274976486
681,0.3073,84,18,2.519000826,1.913083976,3.320116331,3.561968538
682,0.1427,89,13,2.46661474,1.876846966,3.263680347,4.251505093
683,0.1564,90,12,2.372181388,2.249073716,3.23923385,4.254075754
684,0.2557,91,11,2.505805335,2.795394507,3.018609502,4.12676117
685,0.1129,93,9,1.999489856,2.774306336,2.705301155,4.048202907
686,0.1619,92,10,1.790584188,3.219044756,2.656838733,4.047164172
687,0.1503,87,15,1.589114976,3.263863444,3.085300233,3.846907051
688,0.1734,89,13,1.811773232,3.307013629,2.601439177,3.756430342
689,0.1354,91,11,1.723499843,3.349629798,2.621773552,3.823926363
690,0.2303,90,12,2.113962924,3.262339795,2.660654399,3.953717986
691,0.1873,90,12,2.455618245,3.384954783,2.22232436,3.256777491
692,0.1693,93,9,2.931502022,3.419216469,2.152673212,2.702420253
693,0.2003,93,9,3.124727263,3.053809906,2.542544969,3.035974712
694,0.137,92,10,3.272360142,2.849995287,2.376407005,3.328644233
695,0.1061,93,9,3.442835871,2.87832772,2.876511805,3.837561747
696,0.1263,90,12,3.556601674,2.43195065,2.733159873,3.821313811
697,0.1066,90,12,3.700556439,2.503658266,2.273856071,3.980581372
698,0.1059,88,14,3.464835737,3.142667958,2.235392282,3.506352977
699,0.1209,92,10,3.540573194,3.15712395,2.079242304,3.5926664
700,0.1308,91,11,3.308320262,3.480746182,2.027568433,3.183729915
701,0.1467,85,17,2.969331939,3.349184711,2.472115882,3.69552148
702,0.1723,92,10,2.533589745,3.39136036,2.474112267,3.681447468
703,0.1346,91,11,3.01446293,3.39118908,2.7031336,3.341142387
704,0.1324,91,11,2.723637159,2.912494965,2.769377825,2.982488194
705,0.3021,89,13,2.613084393,2.842655842,2.250831171,2.876774474
706,0.2342,84,18,2.953063191,2.812667207,2.316373215,3.388200758
707,0.2178,86,16,2.963150989,2.852152468,2.469977993,3.241053387
708,0.2588,91,11,2.621472526,2.823986468,2.951510384,3.165055236
709,0.195,90,12,2.630765666,2.893551123,3.57370212,3.383991163
710,0.2127,93,9,2.919127089,2.242726271,3.713638672,3.428497028
711,0.1581,92,10,2.933915344,2.283974798,3.331769413,3.378511543
712,0.115,93,9,2.907912516,2.231201513,3.382757057,3.334357445
713,0.1054,93,9,2.236114322,2.183278345,2.780675752,3.26247295
714,0.1244,81,21,2.146699073,2.354242905,2.742167579,3.334525024
715,0.1759,89,13,2.541621159,2.494005161,2.813420278,2.907809221
716,0.188,89,13,2.516921617,2.665386998,2.780021319,2.574088959
717,0.1161,92,10,2.412610903,2.585833268,2.663183593,2.554946144
718,0.106,92,10,2.478178007,1.874422713,2.196051903,2.481283127
719,0.1858,91,11,2.562255646,1.810291487,1.534925953,2.846649925
720,0.146,92,10,2.226697421,2.509549336,1.495664582,2.897816003
721,6.6703,91,11,2.260170092,2.501761906,1.602377984,2.411638783
722,0.1313,91,11,2.283594439,2.564918263,2.067149282,2.464882104
723,0.1576,92,10,2.30256816,2.672417862,2.178596444,2.851401889
724,0.2091,87,15,2.367355009,2.644726893,2.115691297,2.767683554
725,0.1227,82,20,2.397978511,3.104488626,2.73190857,2.854314949
726,0.3332,93,9,2.009457249,3.128242715,2.850149483,3.389227932
727,0.211,81,21,2.655993467,3.118807175,2.956566305,3.538298466
728,0.1931,93,9,2.79433083,3.15173024,3.086178722,3.571540334
729,0.2894,91,11,3.126598528,3.126079273,3.25772632,3.354231224
730,0.179,91,11,3.245999265,3.070114169,3.583292105,3.810799759
731,0.2223,91,11,3.489805125,3.191578103,3.367608228,3.74997426
732,0.1599,89,13,3.464009758,3.075306735,2.906467608,3.719397551
733,0.2069,91,11,3.646105865,3.077194682,2.766475864,3.397586586
734,0.1005,91,11,3.597224637,3.363824314,3.37363518,3.369716034
735,0.1612,82,20,3.303098687,2.824175909,2.628246252,3.387756518
736,0.1554,92,10,3.476461974,2.761646341,2.491277238,2.777787222
737,0.1254,93,9,2.94962976,2.776417098,2.899861009,2.71350091
738,0.1602,91,11,2.754747153,2.793732127,2.771523043,2.756564843
739,0.125,91,11,2.33332637,2.758727368,2.602837904,2.892363025
740,0.261,83,19,2.159417337,2.529028213,2.313316675,2.274102715
741,0.1472,92,10,1.870704267,2.418494235,2.527408227,2.91041286
742,0.186,93,9,1.980425747,2.94409276,2.446855678,3.524710716
743,0.1357,92,10,1.816544429,2.824293925,2.399606239,4.023174171
744,0.1925,91,11,1.830761499,2.431544495,1.775234687,4.580671202
745,0.1456,91,11,1.738764353,2.489437403,1.72238416,4.505282935
746,0.12,90,12,1.548051563,2.547328569,1.743008507,4.504761796
747,0.1359,92,10,1.399144145,2.623372981,1.949804262,4.978565415
748,0.1824,93,9,1.287753888,2.747661303,2.111412706,5.106835471
749,0.1562,92,10,1.195740413,2.701944536,2.263414334,4.552030202
750,0.1357,92,10,1.150380639,2.203263583,2.178674826,4.707881539
751,0.1599,84,18,1.114515853,2.085940989,2.539545459,4.206902186
752,0.1253,89,13,1.203350095,1.437830309,2.619006025,3.500542564
753,0.1701,89,13,1.653743619,1.616027381,2.755272527,3.013570306
754,0.2053,90,12,1.808383061,2.048691464,3.496051968,2.959030791
755,0.2065,90,12,1.841985978,2.079585843,3.628408505,3.382641736
756,0.1317,86,16,1.828863823,1.919843954,3.694230558,3.409558059
757,0.1512,87,15,1.834886151,1.775567901,3.037435119,2.850416056
758,0.1629,87,15,1.840884919,1.60234742,3.3404243,2.842695739
759,0.2442,91,11,2.065876832,2.23520182,3.324477936,3.211022011
760,0.1655,89,13,2.550281703,2.837981072,3.323529605,3.463272035
761,0.146,93,9,3.302918227,3.232461527,3.222837655,3.381980704
762,0.1694,87,15,3.071749576,3.337848778,3.157370637,3.933830467
763,0.1771,90,12,3.306287365,3.231521686,3.040223778,3.87423248
764,0.1762,92,10,3.339012746,3.201297998,2.333655475,3.394065217
765,0.1783,92,10,3.362864508,3.180658626,2.94165866,2.921265449
766,0.1389,92,10,3.477781964,3.355038792,2.900477726,3.209433587
767,0.1613,89,13,3.620333736,3.368731314,2.939002924,3.628277042
768,0.1542,90,12,3.89653096,3.373486784,2.573391545,4.142433311
769,0.1502,87,15,4.170557784,2.974623073,2.502397301,3.790597601
770,0.105,87,15,3.769601433,2.537254017,2.537555774,3.379736559
771,0.1823,87,15,3.698908473,2.234534779,2.188606211,3.41700358
772,0.111,91,11,3.849971677,2.248355817,2.314289342,3.469545451
773,0.1334,83,19,3.195545817,2.154367295,2.352395186,3.483895724
774,0.2718,90,12,3.091782157,1.724806328,2.389678204,3.575353885
775,0.1474,91,11,3.40027512,2.117647409,1.689031419,3.66955011
776,0.1059,93,9,3.382260281,1.922326382,1.635502335,3.272010253
777,0.1856,91,11,3.677745486,2.076493955,1.682215651,3.431068836
778,0.1985,93,9,3.573401299,2.770127529,1.65328159,3.265664935
779,0.1823,87,15,3.159483618,2.62183209,1.665917493,3.201619826
780,0.1262,91,11,3.088419019,2.590206733,1.627030492,3.137275185
781,0.1763,91,11,2.49439886,2.62124042,1.941459793,3.061552954
782,0.1305,93,9,2.773333561,2.614728635,1.880991142,2.46238052
783,0.1551,91,11,2.694345816,3.037143464,1.869805024,2.346910217
784,0.1594,89,13,2.57406986,3.441854741,1.854326985,2.258554908
785,0.1621,93,9,2.323845153,3.108750954,2.544141252,2.368150565
786,0.1768,92,10,2.230628605,3.175437898,2.717397381,2.871837655
787,0.1596,93,9,1.800215858,3.087853518,2.612847057,2.292755602
788,0.1364,91,11,1.807398813,2.425345306,2.591200638,1.909877579
789,0.137,87,15,1.762166943,2.452847705,2.71040767,1.845208879
790,0.1617,92,10,1.898136968,2.510812037,2.737459523,2.012418711
