iter,reward,steps,convergence,policy,reward,convergence,,reward,convergence
459,91,11,0.256484402,,87,2.521598259,,92,25.49220255
460,92,10,0.322396819,,87,2.462376355,,63,23.42809495
461,86,16,0.326069504,,92,2.625472997,,93,21.9314378
462,91,11,0.33008948,,92,3.042160376,,58,24.70880585
463,90,12,0.329543659,,93,2.989740857,,-2,26.91211058
464,83,19,0.292683702,,90,2.998253945,,89,25.16274538
465,90,12,0.292448791,,90,2.993252386,,87,20.55077784
466,90,12,0.347402595,,92,2.557268387,,93,20.77287792
467,91,11,0.407043185,,88,2.753659861,,86,25.56915034
468,92,10,0.407693958,,88,2.620465408,,8,30.44746954
469,92,10,0.385669618,,91,2.522044462,,49,31.32146989
470,92,10,0.319878072,,92,2.488989443,,74,29.89964921
471,92,10,0.31636714,,89,2.256282061,,80,32.31139953
472,90,12,0.312505698,,88,1.771355108,,79,29.53320831
473,91,11,0.364211116,,93,1.814239076,,93,29.37899814
474,92,10,0.376863264,,93,1.667550377,,93,29.71755392
475,93,9,0.427723484,,92,1.652026827,,93,27.16182034
476,90,12,0.3750342,,89,2.386850733,,88,29.702435
477,90,12,0.370294927,,91,1.893466739,,76,27.50613595
478,92,10,0.369077579,,92,2.405185339,,87,27.01828224
479,91,11,0.402600324,,92,2.864689713,,92,26.56906656
480,90,12,0.434805407,,93,3.289877986,,86,27.37219749
481,85,17,0.434685565,,90,3.435134821,,91,25.26735116
482,90,12,0.443898646,,93,3.597614824,,91,28.2223284
483,92,10,0.388457323,,92,3.564339979,,-127,30.66145252
484,89,13,0.373737818,,88,3.792502751,,-119,31.95214118
485,90,12,0.318597736,,89,3.758021734,,27,37.39531283
486,92,10,0.314519394,,89,3.087475056,,88,39.53244395
487,87,15,0.262120036,,87,3.600653634,,93,36.22629662
488,93,9,0.257949315,,89,3.212156804,,93,36.69665267
489,86,16,0.191282655,,92,3.144647697,,77,43.66030055
490,89,13,0.193812814,,91,2.871588443,,84,48.51240088
491,79,23,0.206356009,,87,2.939524158,,91,53.15964079
492,84,18,0.235899768,,92,2.852384857,,87,50.0022202
493,89,13,0.236199807,,89,2.905453845,,61,46.39992104
494,93,9,0.308147183,,90,2.851576089,,-43,51.7949417
495,91,11,0.311675821,,91,2.916613582,,92,48.7213562
496,91,11,0.312838856,,89,2.82788281,,74,43.57178762
497,87,15,0.312150753,,81,2.367606294,,-24,48.65837906
498,85,17,0.315913772,,93,2.221639403,,92,42.11916471
499,92,10,0.351000521,,91,1.947183199,,45,37.06849234
500,90,12,0.312227062,,92,2.225243565,,89,34.92573438
501,90,12,0.301913892,,89,2.523882136,,88,31.03074308
502,92,10,0.26344315,,92,2.900061945,,88,31.40334613
503,92,10,0.334298346,,90,2.884486919,,9,31.42768968
504,90,12,0.264604059,,91,3.457329435,,63,24.2762622
505,89,13,0.322555099,,90,3.440896183,,75,26.87984448
506,93,9,0.323736183,,91,3.443647185,,91,27.33412342
507,93,9,0.321397266,,93,3.921151296,,92,21.06009378
508,92,10,0.378688741,,92,4.069124841,,42,27.59142705
509,91,11,0.400606493,,91,4.043554241,,91,27.11108341
510,86,16,0.41166689,,92,4.045903312,,75,23.80836974
511,93,9,0.410883936,,89,3.963760173,,80,23.09637056
512,89,13,0.412398744,,91,4.277241683,,90,22.90251195
513,89,13,0.378878529,,85,4.29138625,,72,25.90317123
514,90,12,0.37818374,,91,3.619140559,,80,27.87296264
515,92,10,0.376287108,,93,3.521968466,,66,24.35604108
516,93,9,0.411676934,,91,4.195857402,,64,24.32218746
517,86,16,0.413943092,,90,3.681978545,,29,28.8160708
518,93,9,0.354819424,,93,3.719973514,,87,26.59457747
519,82,20,0.30782299,,93,3.774906106,,87,27.26368435
520,92,10,0.298254796,,87,3.446943705,,63,25.78889314
521,93,9,0.297334049,,92,3.748381696,,93,27.88386227
522,91,11,0.355410124,,89,3.109172588,,92,29.82276423
523,92,10,0.355615635,,90,3.070004957,,89,31.67160616
524,91,11,0.366304983,,93,3.475727702,,10,32.18316685
525,93,9,0.343937866,,86,3.475427983,,80,31.06924467
526,90,12,0.310755462,,92,2.880091598,,-45,31.65784622
527,92,10,0.315911735,,90,2.826393798,,-953,28.25531988
528,89,13,0.352303797,,93,3.064224039,,58,28.28002255
529,91,11,0.342946402,,91,3.353973744,,58,26.73894405
530,91,11,0.377729689,,89,3.338562461,,18,31.51658531
531,90,12,0.380205001,,92,2.803291087,,59,34.03353227
532,92,10,0.374256419,,90,3.149181957,,85,34.01656563
533,90,12,0.339148588,,91,3.556865176,,92,32.43459221
534,89,13,0.335344429,,93,3.394680149,,81,37.32971916
535,92,10,0.301149099,,90,3.575290449,,13,41.63008162
536,89,13,0.299423539,,91,3.663404246,,71,47.9984583
537,92,10,0.304872267,,93,3.729780116,,-406,53.14491217
538,92,10,0.269159595,,87,3.414420133,,57,53.67414311
539,92,10,0.267071335,,90,2.981032936,,55,52.69881748
540,90,12,0.231967286,,92,2.894511651,,32,48.03100873
541,88,14,0.230244619,,91,2.751843196,,92,49.77123083
542,90,12,0.177367234,,93,2.783816248,,82,48.84203911
543,90,12,0.178869697,,92,2.348346874,,90,44.25912752
544,91,11,0.171136904,,92,2.465994197,,90,38.76085871
545,88,14,0.168957134,,89,2.381969075,,70,34.09096955
546,88,14,0.167783866,,91,2.786468823,,77,34.09729866
547,92,10,0.192992712,,91,3.220797744,,87,29.05937112
548,92,10,0.203350704,,88,3.473928352,,68,30.65775128
549,90,12,0.202271775,,93,3.569240283,,85,33.25869839
550,92,10,0.201203635,,92,3.749971154,,62,35.37997846
551,91,11,0.200146177,,91,3.791200198,,92,28.41203119
552,91,11,0.203139269,,93,3.490138913,,92,28.82920185
553,93,9,0.198956813,,93,3.563142268,,39,34.87624853
554,93,9,0.198159147,,88,3.200431885,,80,38.17025107
555,90,12,0.236630826,,93,3.063900253,,91,39.64125702
556,88,14,0.239790901,,92,2.563496373,,90,37.43839996
557,93,9,0.200888807,,85,2.165820658,,85,37.25681978
558,87,15,0.251132936,,90,1.856216332,,92,31.39021483
559,91,11,0.258252872,,90,2.359801384,,66,29.64149655
560,90,12,0.258884546,,89,2.24674953,,-17,34.39462403
561,91,11,0.259509903,,88,2.190541415,,-145,41.45106577
562,91,11,0.256178357,,89,2.119665826,,39,45.25834758
563,89,13,0.2566605,,93,2.57614676,,93,39.94628023
564,92,10,0.327003228,,90,2.588103643,,86,39.95429743
565,89,13,0.288496085,,90,2.792436609,,47,45.68727073
566,93,9,0.344409516,,91,2.687146918,,-200,42.16030871
567,91,11,0.344732502,,86,2.487526713,,-28,47.13429741
568,92,10,0.282134357,,88,3.117037121,,88,50.55158776
569,91,11,0.287982658,,90,2.650047795,,86,56.67126439
570,92,10,0.286245871,,85,2.70164013,,85,50.71105667
571,92,10,0.293668574,,88,2.787490783,,85,44.27891194
572,87,15,0.305478129,,88,3.193976855,,76,39.32260196
573,93,9,0.304470408,,89,2.752092821,,24,38.71243053
574,91,11,0.238460495,,92,2.776824943,,93,34.09251865
575,93,9,0.246745089,,90,3.072752144,,87,28.41900875
576,89,13,0.185434663,,70,3.126787978,,81,27.69030525
577,85,17,0.184235904,,91,3.240213636,,93,21.17803445
578,88,14,0.182923026,,90,2.68611273,,93,17.19679526
579,86,16,0.208491973,,93,3.040657792,,36,10.64510831
580,92,10,0.21299356,,89,3.506570116,,91,10.49390336
581,92,10,0.203472347,,92,3.527957608,,85,17.32307021
582,91,11,0.195008789,,93,3.04324455,,85,17.73971323
583,92,10,0.194469011,,88,3.34507524,,91,22.22463339
584,90,12,0.188757003,,82,3.298008236,,-30,26.83237758
585,91,11,0.191492774,,92,2.729015528,,89,32.4954748
586,93,9,0.196420336,,90,3.175782396,,92,33.99480652
587,90,12,0.195353342,,93,3.311175247,,87,36.31860679
588,84,18,0.266967524,,89,3.739917934,,91,35.94470458
589,91,11,0.225487639,,91,3.991953319,,84,42.44681976
590,93,9,0.225351381,,88,3.378028586,,93,48.7355492
591,91,11,0.230197221,,93,3.211444337,,92,44.12958999
592,90,12,0.2256455,,93,3.28217641,,43,48.86827672
593,93,9,0.289690746,,87,3.330213808,,65,48.5299193
594,88,14,0.348771517,,92,3.319764761,,93,48.50442377
595,90,12,0.337244663,,81,3.344243714,,77,43.95782146
596,89,13,0.372668468,,89,3.527860716,,84,42.35362075
597,92,10,0.436201787,,91,3.441691654,,91,44.22490637
598,92,10,0.379861072,,93,2.909707318,,92,48.16124041
599,86,16,0.382876805,,86,2.213677001,,75,48.41392701
600,92,10,0.378171836,,91,2.678670035,,-16,48.00746414
601,85,17,0.436987681,,89,2.751412396,,86,50.21255247
602,80,22,0.441718884,,92,2.718359573,,88,52.19430022
603,90,12,0.417537494,,91,2.288904269,,49,48.6387028
604,92,10,0.367642334,,93,2.427281788,,78,45.08060455
605,92,10,0.380625344,,89,2.547561003,,88,45.3013741
606,89,13,0.349166306,,91,1.94726491,,92,44.56953456
607,93,9,0.339469453,,92,2.043497248,,92,47.65808337
608,93,9,0.326359538,,89,2.434339945,,82,44.1541093
609,91,11,0.333305972,,89,2.45941585,,84,38.87522871
610,91,11,0.34479083,,91,2.542288725,,93,32.56513325
611,86,16,0.320633789,,87,2.971171304,,89,34.96592507
612,90,12,0.327510559,,92,3.074433341,,76,28.0527172
613,90,12,0.327056057,,81,3.147412324,,71,34.14543533
614,93,9,0.319544885,,89,3.028775649,,57,35.5215288
615,90,12,0.309892289,,93,2.95614468,,54,35.57861963
616,80,22,0.302550662,,93,2.977887602,,81,37.95613169
617,93,9,0.250973361,,93,2.767907945,,91,30.67118216
618,93,9,0.249978256,,92,2.36361808,,78,36.33581717
619,92,10,0.242664893,,91,2.356763547,,-15,36.19499952
620,92,10,0.239924828,,88,1.853985899,,63,37.83574843
621,90,12,0.20902735,,93,1.437895508,,91,35.59234597
622,92,10,0.19772987,,87,2.02750833,,92,35.9430009
623,93,9,0.2214505,,91,2.585530037,,87,34.27023366
624,84,18,0.259813537,,91,3.013134014,,86,33.88364715
625,91,11,0.257104351,,91,3.059762261,,77,35.95923937
626,90,12,0.295581227,,90,3.062325832,,71,36.11619988
627,90,12,0.296012828,,91,3.720381474,,82,36.48674924
628,90,12,0.29643584,,90,4.133954924,,89,37.35586076
629,93,9,0.334565728,,93,4.175902296,,89,43.22801086
630,90,12,0.337064633,,92,4.191564723,,-10,40.83727693
631,93,9,0.339673364,,93,4.245559231,,87,42.2902997
632,90,12,0.340148264,,89,4.151575848,,87,42.05671775
633,90,12,0.289257131,,91,3.578193608,,89,36.89392454
634,90,12,0.30930307,,92,3.528637998,,-746,35.21702133
635,88,14,0.308921741,,89,3.576252152,,51,37.55604261
636,89,13,0.269871911,,92,3.61461472,,-253,35.73544747
637,91,11,0.272947817,,89,2.932167961,,64,40.38007522
638,87,15,0.276243,,91,3.270235713,,33,35.01585385
639,93,9,0.307765954,,91,3.755223341,,83,27.81562794
640,91,11,0.33609401,,93,3.876761553,,67,28.34394682
641,92,10,0.325925302,,92,3.761161214,,44,23.12813014
642,92,10,0.325191841,,90,3.68920565,,74,27.44733399
643,91,11,0.313765259,,90,3.977105707,,37,27.44300724
644,91,11,0.269246585,,89,4.095245136,,91,26.89004589
645,92,10,0.279158838,,89,4.055712333,,89,21.24185585
646,92,10,0.318270581,,90,4.109965603,,90,21.30426115
647,89,13,0.323038676,,87,4.153558863,,67,17.07518518
648,87,15,0.319040893,,88,3.365621853,,65,15.12936363
649,90,12,0.318595273,,91,3.431597322,,86,14.90655142
650,87,15,0.283342927,,93,3.435996517,,90,14.49431149
651,93,9,0.34519545,,90,3.563285153,,92,15.86913301
652,91,11,0.344234548,,93,3.411464253,,79,12.73971471
653,91,11,0.345042519,,93,3.752176494,,92,15.11463099
654,93,9,0.370602564,,91,3.350240752,,89,14.63104469
655,92,10,0.399920118,,88,3.830592884,,86,14.64616988
656,93,9,0.372150544,,89,3.600614752,,41,15.35259773
657,91,11,0.362825424,,93,3.753102663,,79,15.85066976
658,87,15,0.362203897,,90,4.40892728,,92,15.7226726
659,93,9,0.296066023,,90,3.870204468,,69,16.44570323
660,89,13,0.356284481,,90,3.805299551,,81,16.38120088
661,93,9,0.333689045,,91,3.752726568,,69,13.82196525
662,92,10,0.386966368,,92,3.888145205,,74,12.644365
663,92,10,0.399100276,,87,3.246703362,,89,17.11713734
664,89,13,0.359334283,,93,3.819937904,,57,20.05904395
665,93,9,0.389549418,,92,3.91101966,,91,18.65279505
666,89,13,0.377795269,,92,4.168995825,,72,17.02043444
667,92,10,0.378079745,,92,3.984079027,,-195,18.7667018
668,88,14,0.448404917,,91,3.535028678,,35,25.65399305
669,91,11,0.444444124,,92,3.535751195,,66,31.99081594
670,93,9,0.379997385,,92,4.18479845,,83,32.42329176
671,91,11,0.339694491,,90,4.308496543,,85,32.71701034
672,89,13,0.339807502,,85,3.896163283,,93,39.06029035
673,93,9,0.325712855,,90,3.878118162,,88,32.98198972
674,83,19,0.337743801,,92,3.603840834,,89,30.28335782
675,91,11,0.330616205,,79,3.37294997,,58,34.25697112
676,91,11,0.37081965,,88,3.362171192,,88,41.22741326
677,88,14,0.371354018,,88,3.378763294,,85,42.99499227
678,93,9,0.300959033,,88,3.711104696,,81,37.3955976
679,93,9,0.299771016,,88,3.742743103,,67,31.7999515
680,92,10,0.31267638,,93,3.022690581,,89,32.2762731
681,91,11,0.313820556,,86,3.320116331,,89,32.05199409
682,85,17,0.260065739,,92,3.263680347,,78,33.290351
683,93,9,0.330902685,,92,3.23923385,,-8,34.74945371
684,89,13,0.329283479,,91,3.018609502,,92,35.06413044
685,91,11,0.306720748,,91,2.705301155,,58,37.53020548
686,93,9,0.271138115,,91,2.656838733,,92,32.51058024
687,88,14,0.269597245,,90,3.085300233,,74,28.46433102
688,91,11,0.332989589,,92,2.601439177,,80,27.70681403
689,93,9,0.372659339,,86,2.621773552,,91,31.00396064
690,90,12,0.361654593,,85,2.660654399,,66,31.66072145
691,88,14,0.373221008,,91,2.22232436,,77,34.3996426
692,90,12,0.378982505,,92,2.152673212,,91,26.22736053
693,84,18,0.373432311,,88,2.542544969,,70,31.27602616
694,88,14,0.426451908,,92,2.376407005,,85,37.45835223
695,93,9,0.386456889,,90,2.876511805,,84,37.58917025
696,89,13,0.421156033,,85,2.733159873,,64,36.34668094
697,91,11,0.433290415,,92,2.273856071,,89,40.30394807
698,90,12,0.409542014,,92,2.235392282,,83,42.06496294
699,92,10,0.372640509,,91,2.079242304,,71,38.50254915
700,88,14,0.432043288,,91,2.027568433,,93,38.4142366
701,91,11,0.432595407,,91,2.472115882,,35,43.22892199
702,93,9,0.429214088,,91,2.474112267,,90,46.04007199
703,91,11,0.366235568,,91,2.7031336,,57,40.6807349
704,92,10,0.371687458,,89,2.769377825,,30,35.88020121
705,88,14,0.433076188,,90,2.250831171,,75,28.52655104
706,92,10,0.395582459,,90,2.316373215,,89,29.76854708
707,92,10,0.386314634,,91,2.469977993,,85,25.3060745
708,93,9,0.415199054,,90,2.951510384,,85,29.77584284
709,90,12,0.414876079,,93,3.57370212,,55,29.29446244
710,92,10,0.361040945,,91,3.713638672,,86,35.52425633
711,84,18,0.349467744,,90,3.331769413,,-6,27.91832529
712,88,14,0.349099829,,91,3.382757057,,93,27.7779044
713,89,13,0.350050555,,89,2.780675752,,81,27.89972433
714,85,17,0.286620313,,92,2.742167579,,87,27.97766866
715,92,10,0.236787403,,89,2.813420278,,90,28.16870148
716,92,10,0.239169725,,92,2.780021319,,92,28.94370581
717,88,14,0.29974757,,92,2.663183593,,54,36.69581906
718,93,9,0.284540756,,91,2.196051903,,91,37.85761974
719,93,9,0.284300748,,92,1.534925953,,77,44.32498696
720,93,9,0.277874805,,92,1.495664582,,79,37.2968516
721,92,10,0.334501113,,93,1.602377984,,87,38.97530002
722,87,15,0.334335637,,92,2.067149282,,90,42.93610932
723,90,12,0.387626319,,88,2.178596444,,91,40.91425374
724,87,15,0.382335775,,90,2.115691297,,93,39.54123567
725,89,13,0.375242628,,90,2.73190857,,87,44.83359563
726,87,15,0.433424328,,90,2.850149483,,89,44.81567023
727,91,11,0.409820187,,93,2.956566305,,91,38.26012064
728,87,15,0.359183465,,92,3.086178722,,92,35.72868649
729,87,15,0.362531202,,89,3.25772632,,62,30.39487697
730,90,12,0.400151016,,90,3.583292105,,86,31.50875127
731,92,10,0.403439464,,89,3.367608228,,87,34.80779409
732,86,16,0.413399419,,92,2.906467608,,89,28.37447989
733,92,10,0.360240271,,88,2.766475864,,89,30.22175175
734,90,12,0.371662781,,91,3.37363518,,83,29.84917559
735,91,11,0.369035774,,90,2.628246252,,81,26.60798774
736,88,14,0.318404652,,92,2.491277238,,77,24.71627593
737,88,14,0.282171995,,93,2.899861009,,92,23.14387936
738,91,11,0.282257618,,91,2.771523043,,93,17.88671604
739,92,10,0.315014298,,86,2.602837904,,53,16.72218013
740,90,12,0.287341696,,93,2.313316675,,93,15.26480168
741,84,18,0.287866227,,93,2.527408227,,16,11.97088961
742,91,11,0.279339132,,92,2.446855678,,53,14.55150552
743,91,11,0.315106098,,93,2.399606239,,87,12.26905582
744,92,10,0.317347954,,92,1.775234687,,89,13.81713366
745,92,10,0.319059824,,93,1.72238416,,83,19.06658629
746,93,9,0.366429665,,93,1.743008507,,93,20.21031663
747,89,13,0.374518829,,90,1.949804262,,75,21.0140626
748,91,11,0.376870436,,86,2.111412706,,64,20.66748117
749,89,13,0.345631549,,92,2.263414334,,88,21.44421536
750,86,16,0.388004631,,91,2.178674826,,91,21.48446235
751,90,12,0.327164659,,90,2.539545459,,84,22.20971384
752,92,10,0.383318326,,88,2.619006025,,91,24.32853761
753,90,12,0.349997626,,90,2.755272527,,90,26.09039225
754,93,9,0.388494254,,93,3.496051968,,93,26.2862135
755,93,9,0.385337927,,91,3.628408505,,88,26.00181969
756,93,9,0.388384482,,87,3.694230558,,91,26.53021805
757,90,12,0.446542842,,93,3.037435119,,62,30.57300196
758,90,12,0.447862434,,87,3.3404243,,82,38.16609936
759,91,11,0.443556158,,93,3.324477936,,-500,37.24819331
760,92,10,0.403608906,,92,3.323529605,,91,42.46245359
761,91,11,0.410703449,,91,3.222837655,,50,39.72484193
762,90,12,0.35386545,,91,3.157370637,,38,35.69557651
763,88,14,0.350030523,,93,3.040223778,,45,34.65652067
764,90,12,0.350691696,,91,2.333655475,,69,39.69114126
765,90,12,0.350775126,,87,2.94165866,,92,34.83922625
766,89,13,0.294521705,,93,2.900477726,,88,37.60237158
767,93,9,0.226581939,,87,2.939002924,,63,35.65950635
768,89,13,0.277837133,,91,2.573391545,,93,29.46150614
769,93,9,0.328725364,,89,2.502397301,,28,28.71454589
770,87,15,0.322531798,,90,2.537555774,,93,24.86465433
771,93,9,0.320941693,,91,2.188606211,,93,25.79692288
772,82,20,0.373888463,,92,2.314289342,,93,30.11832963
773,91,11,0.376553654,,88,2.352395186,,84,29.40855034
774,91,11,0.323797882,,91,2.389678204,,92,26.92298415
775,91,11,0.323143921,,88,1.689031419,,89,25.65712738
776,91,11,0.323030356,,90,1.635502335,,73,22.36019915
777,92,10,0.328004928,,91,1.682215651,,-35,19.30876399
778,89,13,0.27520807,,92,1.65328159,,92,25.5851628
779,89,13,0.222810254,,93,1.665917493,,67,25.35463924
780,92,10,0.251790401,,92,1.627030492,,93,25.33615084
781,91,11,0.29762865,,84,1.941459793,,67,31.94271136
782,90,12,0.249192944,,92,1.880991142,,62,33.77544159
783,89,13,0.246428607,,91,1.869805024,,41,36.29310721
784,87,15,0.250227486,,92,1.854326985,,92,34.57195701
785,92,10,0.250784273,,90,2.544141252,,89,41.24042253
786,89,13,0.245522053,,93,2.717397381,,91,41.21149525
787,91,11,0.245355366,,90,2.612847057,,92,41.48097015
788,92,10,0.249126786,,88,2.591200638,,51,41.36751862
789,89,13,0.253948319,,91,2.71040767,,33,44.40358439
790,93,9,0.22258286,,89,2.737459523,,87,42.71865436
791,93,9,0.184134052,,93,3.064901226,,92,42.20996185
792,92,10,0.179054338,,93,3.613455529,,92,37.50699935
793,88,14,0.186960742,,86,4.254981775,,39,39.74113924
794,91,11,0.221721556,,92,4.348773796,,-35,38.37533545
795,90,12,0.224882139,,90,3.836239494,,89,33.41042297
796,93,9,0.225231875,,93,4.152748792,,93,34.10747908
797,92,10,0.223598926,,89,4.203277286,,15,39.15050962
798,93,9,0.219321924,,92,4.500066682,,66,33.83125389
799,90,12,0.214718714,,88,4.532262323,,93,37.85003819
800,91,11,0.218584566,,93,4.641472877,,93,37.91877708
801,91,11,0.20499144,,92,3.935455477,,81,38.39078648
802,88,14,0.208186501,,92,3.438463431,,90,37.73066956
803,88,14,0.199083028,,89,2.912646183,,90,35.62079022
804,92,10,0.164425782,,92,3.240853451,,-139,42.45626095
805,90,12,0.164851377,,93,3.109658933,,49,42.70164166
806,89,13,0.176249002,,89,2.692665556,,91,45.32085825
807,91,11,0.17461893,,91,2.707427181,,90,42.00737915
808,90,12,0.227171105,,92,2.46124438,,83,46.5680296
809,92,10,0.226347051,,92,2.311764692,,-8,39.7745302
810,91,11,0.222396694,,89,2.197725377,,92,40.50762857
811,92,10,0.221718519,,85,2.240354256,,85,32.94736538
812,88,14,0.231573182,,93,2.106378724,,89,31.86350471
813,90,12,0.232192175,,90,1.908717137,,63,29.5234032
814,86,16,0.294682396,,91,2.19610012,,86,26.52152721
815,91,11,0.290667989,,87,2.341605538,,79,24.53192295
816,89,13,0.329612449,,92,2.270743658,,91,20.17859503
817,93,9,0.366939669,,93,2.126773493,,90,19.21174762
818,92,10,0.347800909,,81,2.513943951,,80,17.77033776
819,93,9,0.384718982,,92,2.627099698,,87,18.28706226
820,90,12,0.43760457,,91,2.630479444,,86,19.08138088
821,88,14,0.438571074,,86,3.220454828,,59,19.29904881
822,91,11,0.460047016,,83,3.328248002,,92,23.91754769
823,90,12,0.459574238,,89,3.353570218,,92,23.27737926
824,92,10,0.40504809,,89,3.367329636,,93,18.98298433
825,89,13,0.417295368,,93,3.386781161,,91,23.41755537
826,92,10,0.42164772,,89,3.928443422,,77,23.88686293
827,90,12,0.393703743,,89,4.101344842,,66,30.33959034
828,90,12,0.356428943,,91,4.015717327,,56,26.04914879
829,89,13,0.332190381,,92,4.570048718,,37,26.05461378
830,92,10,0.282906041,,86,4.544967765,,86,24.76220147
831,90,12,0.291371074,,90,4.046924929,,69,24.76902237
832,88,14,0.318663416,,93,4.029067566,,44,24.769052
833,90,12,0.322527743,,87,4.168090972,,87,25.69907831
834,89,13,0.322506589,,92,3.497618027,,-3,29.24204304
835,93,9,0.313833385,,93,3.386219453,,85,29.46075585
836,93,9,0.259312419,,91,2.933411685,,54,29.09004629
837,88,14,0.259381954,,93,3.390125911,,81,23.60320505
838,91,11,0.260097426,,93,3.628156883,,66,30.10051374
839,92,10,0.24799236,,93,2.967192522,,93,32.13068698
840,85,17,0.247139086,,86,2.974271825,,88,38.54968584
841,93,9,0.242143763,,89,2.83154307,,55,43.47249556
842,93,9,0.235329916,,92,2.759746051,,14,46.4519485
843,89,13,0.246024306,,89,2.774989411,,83,50.90457585
844,86,16,0.24084978,,92,2.847053342,,82,49.51598337
845,84,18,0.245956198,,93,2.851060702,,91,51.44150194
846,92,10,0.256677272,,90,3.23687968,,54,53.09905781
847,92,10,0.248892337,,86,2.729819983,,93,52.25264204
848,87,15,0.247560338,,90,2.257434187,,83,50.04868744
849,88,14,0.246254845,,87,2.230677464,,93,49.99808884
850,91,11,0.237555618,,93,2.194657417,,86,43.69566855
851,92,10,0.237485213,,86,2.256433155,,61,39.17570223
852,91,11,0.188634637,,90,2.243335519,,71,31.52499834
853,89,13,0.185467335,,89,2.665804907,,83,31.56856703
854,89,13,0.176321406,,90,3.206206587,,-51,31.70992199
855,83,19,0.165086522,,87,3.088461796,,89,26.27172053
856,93,9,0.151030645,,85,3.375692302,,85,25.42823048
857,90,12,0.188177136,,93,3.417675988,,82,27.07924176
858,90,12,0.254146895,,89,3.377154908,,93,23.66064878
859,89,13,0.265962138,,93,3.418628491,,86,23.90778338
860,92,10,0.302851722,,92,3.990540321,,83,23.79187288
861,81,21,0.308373306,,91,3.940685241,,54,23.47839398
862,88,14,0.307935578,,92,3.976132621,,85,23.01577752
863,92,10,0.302738941,,93,4.109334952,,84,17.81178875
864,90,12,0.309246242,,86,3.472650321,,85,15.92134047
865,87,15,0.30981971,,90,3.572230152,,69,15.09972554
866,86,16,0.347475143,,92,3.413310812,,81,13.92752826
867,89,13,0.304776843,,92,3.45911847,,62,12.02772379
868,84,18,0.280238178,,88,3.500345363,,80,13.02519436
869,92,10,0.268111375,,90,3.464152657,,73,15.44213209
870,92,10,0.239490247,,90,3.041034088,,91,15.69045423
871,92,10,0.236874558,,87,3.011717997,,78,16.10725602
872,92,10,0.236544095,,90,2.985333515,,90,23.38206282
873,91,11,0.234956722,,92,2.261497099,,81,23.88430257
874,93,9,0.287500199,,91,2.183249951,,85,22.73378429
875,89,13,0.32946518,,92,2.468914536,,88,22.5931938
876,91,11,0.294329564,,89,2.374435491,,90,22.04113369
877,89,13,0.302076143,,87,2.740509716,,93,22.01648086
878,92,10,0.261461122,,92,2.791803988,,79,22.05306327
879,88,14,0.325793012,,83,3.016740204,,90,19.43129401
880,88,14,0.324325309,,93,3.087081324,,93,20.56466539
881,88,14,0.356763457,,91,3.801455151,,93,20.82100662
882,92,10,0.3512839,,91,3.997490433,,84,14.06790777
883,92,10,0.347318302,,92,4.209967187,,93,18.73024282
884,93,9,0.298495944,,91,4.993505055,,75,25.4167346
885,92,10,0.263018961,,93,5.143843918,,90,31.94653288
886,89,13,0.267308418,,89,5.163847526,,90,32.7531195
887,87,15,0.27414872,,89,4.806084181,,91,32.8629978
888,93,9,0.336397207,,89,4.735901614,,71,29.83299563
889,84,18,0.275853353,,86,4.584460749,,-172,28.04796501
890,90,12,0.274747166,,78,5.025843535,,71,28.987999
891,87,15,0.237949274,,91,4.386364209,,90,29.35771134
892,91,11,0.239207723,,87,4.268366232,,84,33.96987084
893,92,10,0.288780538,,89,4.135173061,,75,31.54437176
894,90,12,0.282790718,,92,3.797631366,,63,25.22773125
895,90,12,0.279883503,,90,3.387141256,,89,18.62641784
896,93,9,0.279349588,,88,2.953061274,,68,17.90033203
897,92,10,0.320839107,,93,2.829806944,,91,17.16876605
898,90,12,0.260510963,,92,2.729970937,,67,19.28769765
899,89,13,0.263212613,,91,2.629895388,,84,18.98622737
900,89,13,0.319633405,,92,2.401622355,,79,16.21339123
901,86,16,0.319431805,,92,2.496593577,,68,17.76559194
902,92,10,0.320128986,,90,2.507302567,,20,15.77702022
903,91,11,0.283179767,,91,2.509537847,,89,21.18687749
904,91,11,0.317767644,,90,2.081189734,,84,23.53772195
905,93,9,0.320428496,,88,2.054586349,,93,23.44295888
906,85,17,0.320021628,,93,1.934530036,,93,25.45368308
907,87,15,0.270560724,,90,1.886999588,,46,25.70469297
908,91,11,0.271755451,,88,1.922237852,,89,24.83692029
909,92,10,0.279768372,,93,2.141835562,,93,27.16399785
910,91,11,0.221589642,,85,1.694245977,,87,28.05021338
911,93,9,0.22399348,,92,1.595457493,,53,27.78376295
912,91,11,0.225633528,,91,1.591331293,,90,26.56831748
913,88,14,0.215819948,,93,1.550477554,,92,18.85578032
914,92,10,0.216515177,,91,1.601344685,,34,17.44229197
915,80,22,0.219464153,,90,1.533286138,,56,23.97127392
916,93,9,0.220131344,,93,2.117981195,,27,24.46213315
917,93,9,0.219306768,,93,2.074760475,,5,28.7205519
918,90,12,0.220442226,,93,2.005432384,,93,29.58998373
919,92,10,0.21090489,,91,1.874837408,,89,31.42759168
920,91,11,0.212534182,,90,1.855164553,,88,35.6557092
921,91,11,0.266525732,,93,1.787389073,,83,35.63703744
922,91,11,0.266493544,,92,1.705740563,,81,41.10916711
