iter,time,reward,steps,convergence,policy
212,0.4846,75,27,32.3630482,
213,0.4007,-79,181,34.83816392,
214,0.6068,89,13,36.84277899,
215,0.4249,70,32,36.64080465,
216,0.3791,92,10,41.4243028,
217,0.4678,41,61,44.23325692,
218,0.3467,82,20,43.40469863,
219,0.3704,47,55,43.09799001,
220,0.466,86,16,41.19145157,
221,0.3521,93,9,41.43661048,
222,0.2928,24,78,36.20737767,
223,0.2556,89,13,29.23892228,
224,0.5533,85,17,27.59771099,
225,0.5376,71,31,22.87560381,
226,0.4194,92,10,23.11454016,
227,0.3259,92,10,24.94424246,
228,0.4094,93,9,25.7179675,
229,0.8005,32,70,19.28381269,
230,0.3944,80,22,19.69412899,
231,0.433,53,49,26.37130821,
232,0.2605,27,75,31.56888712,
233,0.6676,93,9,32.07927987,
234,0.2942,82,20,32.97405941,
235,0.2435,86,16,37.82215248,
236,0.2305,92,10,33.83226509,
237,0.2396,80,22,34.40766776,
238,0.5169,92,10,34.86276352,
239,0.5803,68,34,34.94759565,
240,0.3904,84,18,36.41514023,
241,0.3388,91,11,30.94533525,
242,0.5235,92,10,26.31489034,
243,0.4145,87,15,25.72012092,
244,0.4486,90,12,31.31608458,
245,0.2277,85,17,24.64411882,
246,0.3296,71,31,25.735861,
247,0.4757,43,59,20.92389217,
248,0.54,75,27,25.76114906,
249,0.219,62,40,26.959066,
250,0.2426,81,21,24.71208049,
251,0.5574,62,40,25.60302247,
252,0.2973,70,32,25.8923043,
253,0.5682,92,10,27.72945112,
254,0.4305,92,10,27.80030379,
255,0.3965,90,12,27.81234546,
256,0.4902,83,19,27.92087688,
257,0.2064,83,19,28.08820904,
258,0.6037,87,15,29.11213478,
259,0.3917,93,9,27.53250098,
260,0.5233,88,14,33.13249118,
261,0.2654,91,11,37.26131857,
262,0.2967,73,29,36.42750311,
263,0.3905,82,20,34.58282239,
264,0.6122,79,23,27.9642452,
265,0.2772,85,17,33.08944531,
266,0.4613,61,41,32.95124619,
267,0.3558,88,14,37.04964416,
268,1.5717,90,12,31.03388791,
269,0.3026,81,21,32.41536571,
270,0.392,65,37,27.82120279,
271,0.2545,42,60,21.82678793,
272,0.6354,93,9,21.97411719,
273,0.3489,37,65,23.81897125,
274,0.5144,91,11,23.32018146,
275,0.3501,93,9,22.76485973,
276,0.3238,88,14,25.39897749,
277,0.3449,62,40,21.25515778,
278,0.2808,88,14,26.7591626,
279,0.5956,87,15,27.35134006,
280,0.3536,90,12,27.24105015,
281,0.4191,23,79,29.12358167,
282,0.3401,93,9,34.10962901,
283,0.3341,93,9,32.41096218,
284,0.4832,91,11,32.60217219,
285,0.4557,93,9,28.47019272,
286,0.6775,93,9,25.26529928,
287,0.7895,92,10,25.29971071,
288,0.9038,68,34,23.06367639,
289,0.257,88,14,20.98684774,
290,0.4603,89,13,20.49588584,
291,0.485,91,11,19.35359867,
292,0.6686,52,50,16.18400978,
293,0.7941,14,88,18.29595134,
294,0.6794,90,12,19.6615888,
295,0.7103,91,11,19.9048111,
296,0.4007,87,15,19.79239738,
297,0.3098,91,11,19.7652739,
298,0.5543,81,21,21.20060444,
299,0.6466,53,49,21.75468343,
300,0.4671,89,13,26.75058343,
301,0.3123,93,9,31.69331422,
302,0.2649,82,20,37.06757498,
303,1.0196,92,10,41.67231851,
304,0.3048,91,11,44.74648385,
305,0.3811,91,11,44.87725826,
306,0.4358,84,18,44.67480196,
307,0.6314,91,11,44.62428662,
308,0.2809,81,21,38.84685742,
309,0.5127,2,100,40.65631773,
310,0.532,84,18,42.78211352,
311,0.4035,52,50,36.78410389,
312,0.7776,75,27,36.81756119,
313,0.1308,72,30,30.14699049,
314,0.5738,93,9,25.71378375,
315,0.3684,92,10,24.67372333,
316,0.6417,83,19,28.18859335,
317,0.4638,25,77,30.50357488,
318,0.3972,88,14,31.5496626,
319,0.5538,93,9,31.58233868,
320,0.3349,91,11,24.17686968,
321,0.3244,88,14,26.09485359,
322,0.3139,89,13,18.7238712,
323,0.6213,64,38,20.2480354,
324,0.6788,87,15,24.6046168,
325,0.4648,74,28,25.21009904,
326,0.1827,86,16,22.68889718,
327,0.2167,89,13,21.67193159,
328,0.5021,92,10,21.67266874,
329,0.2748,88,14,20.57243624,
330,0.2781,89,13,22.55799081,
331,0.3729,93,9,25.22385313,
332,0.2821,93,9,30.36907741,
333,0.4184,-512,614,29.88293666,
334,0.4111,76,26,25.35680323,
335,0.2879,91,11,25.55562646,
336,0.2914,90,12,23.56890225,
337,0.2652,84,18,21.7152644,
338,0.2759,91,11,22.41202446,
339,0.2899,92,10,21.3477853,
340,0.3354,17,85,21.34616872,
341,0.858,92,10,21.34616872,
342,0.3127,89,13,16.08345566,
343,0.6602,75,27,15.27061323,
344,0.3494,92,10,16.46840633,
345,0.5647,88,14,21.0124457,
346,0.4568,90,12,22.23077125,
347,0.3426,89,13,24.22745997,
348,0.3383,93,9,23.40332992,
349,0.4256,89,13,27.95043392,
350,0.3447,88,14,27.94068705,
351,0.3515,67,35,24.52641184,
352,0.3031,93,9,24.50692428,
353,0.4053,92,10,29.22830461,
354,0.6787,91,11,27.85720516,
355,2.3126,57,45,24.13094528,
356,0.4493,91,11,23.62219343,
357,0.4328,78,24,23.38241538,
358,0.2827,91,11,24.21321883,
359,0.7844,53,49,19.16937622,
360,0.418,82,20,17.87113187,
361,0.3006,89,13,17.04809957,
362,0.1466,83,19,19.08951044,
363,0.6199,25,77,20.8133735,
364,0.2808,90,12,22.29094711,
365,0.3365,54,48,28.21617159,
366,0.3844,27,75,27.51747844,
367,0.5445,-334,436,33.82094036,
368,0.3772,53,49,33.77269481,
369,0.3755,79,23,41.21254158,
370,0.2818,59,43,42.02465316,
371,0.5371,93,9,41.5922241,
372,0.56,83,19,41.36888262,
373,0.4596,92,10,34.47524513,
374,0.5737,93,9,34.50987472,
375,0.5909,92,10,29.4387897,
376,0.2224,50,52,33.94072861,
377,0.5917,81,21,26.17633058,
378,0.4746,51,51,30.55073161,
379,0.1906,75,27,22.90090507,
380,0.6387,52,50,24.28035011,
381,0.5544,92,10,25.97477233,
382,0.6237,91,11,25.01737356,
383,0.614,91,11,25.12339219,
384,0.5318,17,85,28.81404865,
385,0.448,33,69,26.91066636,
386,0.2387,93,9,21.47239086,
387,0.2801,92,10,23.17429085,
388,0.2363,91,11,18.14585711,
389,0.2508,83,19,18.78803251,
390,0.3295,89,13,16.84479141,
391,0.3946,65,37,21.46710652,
392,0.3113,63,39,22.55756497,
393,0.3694,91,11,23.03618846,
394,0.4227,-18,120,17.65965328,
395,0.3141,85,17,17.30516885,
396,0.5061,87,15,19.4498153,
397,0.4165,58,44,25.02645035,
398,0.4232,39,63,23.29837049,
399,0.2424,85,17,27.61355747,
400,0.1928,48,54,26.85285854,
401,0.3381,89,13,26.62543574,
402,0.4989,82,20,24.60924875,
403,0.2448,90,12,23.88800398,
404,0.725,87,15,23.76324088,
405,0.4365,90,12,23.75647416,
406,0.4958,93,9,22.0982201,
407,0.3934,93,9,19.81558506,
408,0.446,84,18,20.14086919,
409,0.4341,75,27,20.81370302,
410,0.8665,90,12,20.96328311,
411,0.3111,79,23,14.37051384,
412,0.5316,46,56,17.2832031,
413,0.5349,84,18,18.70840125,
414,0.2359,7,95,19.44086751,
415,0.2963,87,15,21.06697593,
416,0.435,89,13,20.99314016,
417,0.2844,92,10,16.37442368,
418,0.326,-31,133,19.00148229,
419,0.3505,90,12,18.32864847,
420,0.3857,25,77,21.08749306,
421,0.5921,67,35,21.26402145,
422,0.3831,72,30,18.29355321,
423,0.3615,54,48,18.30072863,
424,0.3185,90,12,18.54215772,
425,0.2126,67,35,17.32726056,
426,0.348,92,10,18.18237521,
427,0.6911,90,12,17.71963535,
428,0.1812,89,13,16.51753448,
429,0.2205,91,11,11.83627454,
430,0.4213,86,16,8.771861277,
431,0.8264,88,14,9.500463502,
432,0.5912,38,64,9.939247029,
433,0.7463,88,14,8.80417945,
434,0.418,84,18,10.74053656,
435,0.41,54,48,11.03973163,
436,0.4335,92,10,10.01237397,
437,0.2408,5,97,11.79982863,
438,0.2951,33,69,17.26789281,
439,0.2438,92,10,17.35981733,
440,0.2799,84,18,20.05460544,
441,0.5567,89,13,20.01386248,
442,0.3973,-2,104,25.00972098,
443,0.5059,92,10,25.64784249,
444,0.3951,83,19,23.73288742,
445,0.5408,93,9,25.79095118,
446,0.4247,93,9,27.57625131,
447,80.2632,84,18,25.75620836,
448,0.4304,21,81,19.24758278,
449,0.1707,74,28,20.22470493,
450,0.2498,91,11,22.77236926,
451,0.2264,-33,135,23.5891009,
452,0.3254,84,18,18.39617176,
453,0.1063,75,27,18.55955102,
454,0.2806,93,9,19.56290682,
455,0.2679,76,26,24.12868491,
456,0.2977,92,10,22.60574084,
457,0.6634,14,88,25.11951427,
458,0.3033,82,20,26.7758824,
459,0.2106,92,10,25.49220255,
460,0.4007,63,39,23.42809495,
461,0.1853,93,9,21.9314378,
462,0.1501,58,44,24.70880585,
463,0.3476,-2,104,26.91211058,
464,0.277,89,13,25.16274538,
465,0.2893,87,15,20.55077784,
466,0.483,93,9,20.77287792,
467,0.2633,86,16,25.56915034,
468,0.3439,8,94,30.44746954,
469,0.3783,49,53,31.32146989,
470,0.0983,74,28,29.89964921,
471,0.2948,80,22,32.31139953,
472,0.1763,79,23,29.53320831,
473,0.2625,93,9,29.37899814,
474,0.4191,93,9,29.71755392,
475,0.2193,93,9,27.16182034,
476,0.6266,88,14,29.702435,
477,0.2224,76,26,27.50613595,
478,0.2731,87,15,27.01828224,
479,0.2273,92,10,26.56906656,
480,0.4689,86,16,27.37219749,
481,0.3487,91,11,25.26735116,
482,0.3989,91,11,28.2223284,
483,0.7289,-127,229,30.66145252,
484,0.2161,-119,221,31.95214118,
485,0.6241,27,75,37.39531283,
486,0.3038,88,14,39.53244395,
487,0.3323,93,9,36.22629662,
488,0.3095,93,9,36.69665267,
489,0.1983,77,25,43.66030055,
490,0.3118,84,18,48.51240088,
491,0.265,91,11,53.15964079,
492,0.1335,87,15,50.0022202,
493,0.353,61,41,46.39992104,
494,0.1211,-43,145,51.7949417,
495,0.2754,92,10,48.7213562,
496,0.2528,74,28,43.57178762,
497,0.4214,-24,126,48.65837906,
498,0.3143,92,10,42.11916471,
499,0.3886,45,57,37.06849234,
500,0.1421,89,13,34.92573438,
501,0.4445,88,14,31.03074308,
502,0.1325,88,14,31.40334613,
503,0.2651,9,93,31.42768968,
504,0.3348,63,39,24.2762622,
505,0.2626,75,27,26.87984448,
506,0.1619,91,11,27.33412342,
507,0.2045,92,10,21.06009378,
508,0.2389,42,60,27.59142705,
509,0.1839,91,11,27.11108341,
510,0.2002,75,27,23.80836974,
511,0.1529,80,22,23.09637056,
512,0.1279,90,12,22.90251195,
513,0.1379,72,30,25.90317123,
514,0.3511,80,22,27.87296264,
515,0.6528,66,36,24.35604108,
516,0.1284,64,38,24.32218746,
517,0.1443,29,73,28.8160708,
518,0.6536,87,15,26.59457747,
519,0.3624,87,15,27.26368435,
520,0.2431,63,39,25.78889314,
521,0.2787,93,9,27.88386227,
522,0.499,92,10,29.82276423,
523,0.3731,89,13,31.67160616,
524,0.2699,10,92,32.18316685,
525,0.491,80,22,31.06924467,
526,0.2818,-45,147,31.65784622,
527,0.1817,-953,1055,28.25531988,
528,0.213,58,44,28.28002255,
529,0.5914,58,44,26.73894405,
530,0.9577,18,84,31.51658531,
531,0.234,59,43,34.03353227,
532,0.1615,85,17,34.01656563,
533,0.3992,92,10,32.43459221,
534,0.2553,81,21,37.32971916,
535,0.3831,13,89,41.63008162,
536,0.2966,71,31,47.9984583,
537,0.3879,-406,508,53.14491217,
538,0.6619,57,45,53.67414311,
539,0.2302,55,47,52.69881748,
540,0.2689,32,70,48.03100873,
541,0.3049,92,10,49.77123083,
542,0.3375,82,20,48.84203911,
543,0.328,90,12,44.25912752,
544,0.1321,90,12,38.76085871,
545,0.2978,70,32,34.09096955,
546,0.1546,77,25,34.09729866,
547,0.2529,87,15,29.05937112,
548,0.3164,68,34,30.65775128,
549,0.3454,85,17,33.25869839,
550,0.2012,62,40,35.37997846,
551,0.1329,92,10,28.41203119,
552,0.1884,92,10,28.82920185,
553,0.2664,39,63,34.87624853,
554,0.1844,80,22,38.17025107,
555,0.4089,91,11,39.64125702,
556,0.1388,90,12,37.43839996,
557,0.2753,85,17,37.25681978,
558,0.377,92,10,31.39021483,
559,0.2456,66,36,29.64149655,
560,0.2267,-17,119,34.39462403,
561,0.3319,-145,247,41.45106577,
562,0.4215,39,63,45.25834758,
563,0.4192,93,9,39.94628023,
564,0.4805,86,16,39.95429743,
565,0.3621,47,55,45.68727073,
566,0.2911,-200,302,42.16030871,
567,0.2732,-28,130,47.13429741,
568,0.1632,88,14,50.55158776,
569,0.3363,86,16,56.67126439,
570,0.1107,85,17,50.71105667,
571,0.2292,85,17,44.27891194,
572,0.1354,76,26,39.32260196,
573,0.9291,24,78,38.71243053,
574,0.3614,93,9,34.09251865,
575,0.6746,87,15,28.41900875,
576,0.2571,81,21,27.69030525,
577,0.1883,93,9,21.17803445,
578,0.1921,93,9,17.19679526,
579,0.3425,36,66,10.64510831,
580,0.3401,91,11,10.49390336,
581,0.2065,85,17,17.32307021,
582,0.2461,85,17,17.73971323,
583,0.5703,91,11,22.22463339,
584,0.2546,-30,132,26.83237758,
585,0.3554,89,13,32.4954748,
586,0.3204,92,10,33.99480652,
587,0.1459,87,15,36.31860679,
588,0.172,91,11,35.94470458,
589,0.5552,84,18,42.44681976,
590,0.2029,93,9,48.7355492,
591,0.1727,92,10,44.12958999,
592,0.1755,43,59,48.86827672,
593,0.2444,65,37,48.5299193,
594,0.2878,93,9,48.50442377,
595,0.2237,77,25,43.95782146,
596,0.3682,84,18,42.35362075,
597,0.2754,91,11,44.22490637,
598,0.1502,92,10,48.16124041,
599,0.4457,75,27,48.41392701,
600,0.1428,-16,118,48.00746414,
601,0.325,86,16,50.21255247,
602,0.3183,88,14,52.19430022,
603,0.2551,49,53,48.6387028,
604,0.2394,78,24,45.08060455,
605,0.3953,88,14,45.3013741,
606,0.1933,92,10,44.56953456,
607,0.2036,92,10,47.65808337,
608,0.2326,82,20,44.1541093,
609,0.1999,84,18,38.87522871,
610,0.3513,93,9,32.56513325,
611,0.3909,89,13,34.96592507,
612,0.3677,76,26,28.0527172,
613,0.2314,71,31,34.14543533,
614,0.5341,57,45,35.5215288,
615,0.4721,54,48,35.57861963,
616,0.1993,81,21,37.95613169,
617,0.2616,91,11,30.67118216,
618,0.2607,78,24,36.33581717,
619,0.3902,-15,117,36.19499952,
620,0.1974,63,39,37.83574843,
621,0.0788,91,11,35.59234597,
622,0.8628,92,10,35.9430009,
623,0.4168,87,15,34.27023366,
624,0.2341,86,16,33.88364715,
625,0.1482,77,25,35.95923937,
626,0.2823,71,31,36.11619988,
627,0.6263,82,20,36.48674924,
628,0.2721,89,13,37.35586076,
629,0.1828,89,13,43.22801086,
630,0.145,-10,112,40.83727693,
631,0.2915,87,15,42.2902997,
632,0.1162,87,15,42.05671775,
633,0.169,89,13,36.89392454,
634,0.2624,-746,848,35.21702133,
635,0.2953,51,51,37.55604261,
636,0.3354,-253,355,35.73544747,
637,0.713,64,38,40.38007522,
638,0.3213,33,69,35.01585385,
639,0.3273,83,19,27.81562794,
640,0.2814,67,35,28.34394682,
641,0.5658,44,58,23.12813014,
642,0.166,74,28,27.44733399,
643,0.4446,37,65,27.44300724,
644,0.1259,91,11,26.89004589,
645,0.234,89,13,21.24185585,
646,0.1251,90,12,21.30426115,
647,0.2212,67,35,17.07518518,
648,0.1321,65,37,15.12936363,
649,0.4445,86,16,14.90655142,
650,0.1553,90,12,14.49431149,
651,0.1806,92,10,15.86913301,
652,0.1309,79,23,12.73971471,
653,0.222,92,10,15.11463099,
654,0.1894,89,13,14.63104469,
655,0.2823,86,16,14.64616988,
656,0.3055,41,61,15.35259773,
657,0.1965,79,23,15.85066976,
658,0.2841,92,10,15.7226726,
659,0.4069,69,33,16.44570323,
660,0.2037,81,21,16.38120088,
661,0.3252,69,33,13.82196525,
662,0.2639,74,28,12.644365,
663,0.1907,89,13,17.11713734,
664,0.2596,57,45,20.05904395,
665,0.2017,91,11,18.65279505,
666,0.1796,72,30,17.02043444,
667,0.4372,-195,297,18.7667018,
668,0.4587,35,67,25.65399305,
669,0.3955,66,36,31.99081594,
670,0.1402,83,19,32.42329176,
671,0.1793,85,17,32.71701034,
672,0.2853,93,9,39.06029035,
673,0.2771,88,14,32.98198972,
674,0.3874,89,13,30.28335782,
675,0.4546,58,44,34.25697112,
676,0.1517,88,14,41.22741326,
677,0.1544,85,17,42.99499227,
678,0.2814,81,21,37.3955976,
679,0.3463,67,35,31.7999515,
680,0.2131,89,13,32.2762731,
681,0.1579,89,13,32.05199409,
682,0.2452,78,24,33.290351,
683,3.1556,-8,110,34.74945371,
684,0.1367,92,10,35.06413044,
685,0.1742,58,44,37.53020548,
686,0.2318,92,10,32.51058024,
687,0.2082,74,28,28.46433102,
688,0.3202,80,22,27.70681403,
689,0.3002,91,11,31.00396064,
690,0.3267,66,36,31.66072145,
691,0.1229,77,25,34.3996426,
692,0.4974,91,11,26.22736053,
693,0.2879,70,32,31.27602616,
694,0.2093,85,17,37.45835223,
695,0.3437,84,18,37.58917025,
696,0.0983,64,38,36.34668094,
697,0.4153,89,13,40.30394807,
698,0.2042,83,19,42.06496294,
699,0.195,71,31,38.50254915,
700,0.2773,93,9,38.4142366,
701,0.5186,35,67,43.22892199,
702,0.4886,90,12,46.04007199,
703,0.2061,57,45,40.6807349,
704,0.2391,30,72,35.88020121,
705,0.163,75,27,28.52655104,
706,0.3016,89,13,29.76854708,
707,0.245,85,17,25.3060745,
708,0.3448,85,17,29.77584284,
709,0.3272,55,47,29.29446244,
710,1.1482,86,16,35.52425633,
711,0.3971,-6,108,27.91832529,
712,0.2511,93,9,27.7779044,
713,0.3447,81,21,27.89972433,
714,0.1226,87,15,27.97766866,
715,0.1179,90,12,28.16870148,
716,0.2536,92,10,28.94370581,
717,0.2554,54,48,36.69581906,
718,0.2889,91,11,37.85761974,
719,0.4862,77,25,44.32498696,
720,0.2859,79,23,37.2968516,
721,0.332,87,15,38.97530002,
722,0.1943,90,12,42.93610932,
723,0.2151,91,11,40.91425374,
724,0.154,93,9,39.54123567,
725,0.217,87,15,44.83359563,
726,0.3962,89,13,44.81567023,
727,0.2592,91,11,38.26012064,
728,0.1057,92,10,35.72868649,
729,0.1447,62,40,30.39487697,
730,0.3176,86,16,31.50875127,
731,0.1889,87,15,34.80779409,
732,0.1676,89,13,28.37447989,
733,0.1098,89,13,30.22175175,
734,0.2018,83,19,29.84917559,
735,0.2345,81,21,26.60798774,
736,0.1671,77,25,24.71627593,
737,0.1073,92,10,23.14387936,
738,0.1594,93,9,17.88671604,
739,0.1467,53,49,16.72218013,
740,0.3443,93,9,15.26480168,
741,0.3979,16,86,11.97088961,
742,0.3453,53,49,14.55150552,
743,0.2546,87,15,12.26905582,
744,0.1563,89,13,13.81713366,
745,0.1435,83,19,19.06658629,
746,0.5418,93,9,20.21031663,
747,0.3013,75,27,21.0140626,
748,0.1556,64,38,20.66748117,
749,0.5174,88,14,21.44421536,
750,0.202,91,11,21.48446235,
751,0.188,84,18,22.20971384,
752,0.1512,91,11,24.32853761,
753,0.2458,90,12,26.09039225,
754,0.2164,93,9,26.2862135,
755,0.2937,88,14,26.00181969,
756,0.3015,91,11,26.53021805,
757,0.363,62,40,30.57300196,
758,0.1939,82,20,38.16609936,
759,0.2184,-500,602,37.24819331,
760,0.3085,91,11,42.46245359,
761,0.445,50,52,39.72484193,
762,0.1849,38,64,35.69557651,
763,0.4381,45,57,34.65652067,
764,0.6873,69,33,39.69114126,
765,0.3911,92,10,34.83922625,
766,0.3129,88,14,37.60237158,
767,0.3607,63,39,35.65950635,
768,0.2319,93,9,29.46150614,
769,0.1638,28,74,28.71454589,
770,0.1672,93,9,24.86465433,
771,0.1421,93,9,25.79692288,
772,0.1298,93,9,30.11832963,
773,0.351,84,18,29.40855034,
774,0.2344,92,10,26.92298415,
775,0.2458,89,13,25.65712738,
776,0.2322,73,29,22.36019915,
777,0.4275,-35,137,19.30876399,
