,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.2240190591745327,0.26112372578385423,0.22082140097481123,0.11805704369861317,0.4710497591241476,0.24850041069904882,0.12822667023697953,0.1623867186491441,0.39782237964056144,0.3488550202956268,0.06561228016958598,0.19488039365161006,0.06365820957537491,0.02662975857309792,0.22591009969056675,0.17412719914447317,0.07369460842188115,0.22933997239736964,0.18095454947483988,0.1104148259738824,0.17783614464510944,0.29637180516711437,0.1709280808339527,0.0802090408608301,0.46581979072238594,0.18792404731223603,0.15487303431392888,0.30946846967465524,0.2387096443867585
1,0.8051425596505819,0.43325764529687416,0.8042883797150953,0.7115891531586123,0.46081971652974635,0.4634246803438878,0.5736209666622039,0.7004437659755751,0.3756493506493506,0.18955349620892994,0.4310985230594138,0.17450810769852496,0.40533181656020084,0.38474341918135135,0.16955696171795703,0.22601165620212096,0.11276515151515151,0.31343869239303984,0.1483006215375214,0.09651439863703037,0.8037556538090158,0.460002284495888,0.7797272203368125,0.6611145441267345,0.4427882755823058,0.32994177383966944,0.39003308991328167,0.7835051546391751,0.22602855453239842
2,0.3297281502653473,0.3868344826572172,0.34534736639696184,0.19636497763843422,0.5884421696346916,0.5678712695673511,0.48282466077176966,0.4414059123519751,0.5839701361440491,0.5301545730925606,0.10061796912516038,0.1855647715392657,0.10179686107565827,0.051879650035235876,0.19002913133636123,0.3651033632401212,0.14670838823012736,0.30173698905425106,0.24964700066806803,0.18624789632462907,0.3120195505235643,0.49462315750440355,0.32194137504682596,0.16555356562772486,0.665392820330243,0.5920414505324105,0.5604042228087235,0.7235021664425518,0.49530763890674423
3,0.24970893085332957,0.5045924923909367,0.23852394444060532,0.13901590668080593,0.2677674460594024,0.1276038279860131,0.07482417994376761,0.09067326043737575,0.2905050505050505,0.19467986520640262,0.07426615969581749,0.2975906117397454,0.06598690100362814,0.03288193082529258,0.16066424176496583,0.11774326313575871,0.05020479797979798,0.1521905663951506,0.1712562616086002,0.07256007904592127,0.1981579509071505,0.5444616204690832,0.18243139598585587,0.09428185214313803,0.2725787492570825,0.11188792191790124,0.09585730031948882,0.19328652920962197,0.19535974768381628
4,0.5763866574002806,0.412108644963779,0.5686836467854038,0.4265368086175141,0.4208720772772412,0.3517111478469193,0.370208836876634,0.4669738150047086,0.3983386496544391,0.1926157273976854,0.20664493934455908,0.18855325969627038,0.1832532728891446,0.14327064312805365,0.16314680197451167,0.20182112346688214,0.0978438995215311,0.2937540503085712,0.15325166704683135,0.09881203828359507,0.5505439158194312,0.45681952081696786,0.5199357275603471,0.37023330297824775,0.4502323463681326,0.29141460485337395,0.33482323020010085,0.6416395369867968,0.28188708020791187
5,0.35127884574316426,0.20926779778450472,0.34481241709659854,0.21117657708920673,0.39750791026010834,0.26678671516486346,0.17947116373694194,0.23174610871357224,0.3621335304262133,0.2381952863336552,0.0612189380992126,0.06889780332562875,0.062355268042149394,0.03352363625728532,0.12322226155939361,0.15377496671593027,0.07262503079576249,0.209649370030355,0.1300393165185662,0.07654599119682172,0.29211026368534765,0.22077331114462537,0.2835810742688333,0.1510303271534485,0.4007695739639824,0.24271239976421652,0.2375555209226214,0.4298549995809236,0.27424480631559717
6,0.13882942510657975,0.2637028173044405,0.1321449264576899,0.06770943796394485,0.3897108353414213,0.12730637101074496,0.04312986626775284,0.058574801192842946,0.4043026418026418,0.324278238610589,0.07028719062939594,0.2813698523011642,0.06089728487598723,0.022457592295824773,0.28497192884281985,0.09632066456990607,0.03484290015540014,0.13622007373191308,0.2793224041113386,0.09163761973554271,0.10480119311496047,0.28525811874692475,0.09439349186099522,0.04382694576363469,0.3840832778790911,0.07887244267021312,0.04607282194642415,0.12051017710811529,0.24371484025534884
7,0.6277470143720323,0.4353285988050952,0.6519936424573284,0.4751558854718982,0.5718515843639975,0.7099359957466823,0.7063417681974382,0.7375115970841617,0.707037037037037,0.462173546756529,0.3015535035306899,0.28505274634606315,0.32235781934693497,0.2107167627322727,0.21794653884941811,0.43171508396671376,0.1908905723905724,0.42361558375955044,0.3480141085533104,0.19307979676538195,0.5891379105893514,0.46538734896943856,0.6078489964639674,0.39974111941276713,0.5212749565255673,0.5087334620471972,0.5277582534611288,0.8579610538373426,0.47340823970037454
8,0.40494633494775484,0.39982715214368914,0.39265504188453537,0.26024366678449395,0.32348309309580414,0.20950316613159384,0.17238675413933147,0.22179036889772477,0.33665544332211,0.15178320696433573,0.09769569678314924,0.19267199041332703,0.09177045867428943,0.058125813776750086,0.13181040441468084,0.14352232937115927,0.07226879910213244,0.2204849403296079,0.14024439816638837,0.06721667150339262,0.3531285821573975,0.46423833214877996,0.3319023191726016,0.19899997815353693,0.33547000080712025,0.19579922793241766,0.21410365637202697,0.4158106147384497,0.25490067240510766
9,0.272228707178868,0.21029146378325314,0.2595046669475662,0.1531159263881981,0.29365000107853245,0.12238322965147369,0.06440200587205885,0.09710137405654568,0.2745821042281219,0.18416324339638107,0.049889200271110795,0.12498924315630046,0.04465113195360353,0.024036142560986885,0.1286303958249414,0.08338581779115446,0.03847632519889157,0.1421402551770498,0.13324319572280513,0.04949560469408227,0.21523219463359813,0.23942628828046872,0.19720863650527326,0.10342659356414799,0.28804804229180336,0.10966218577914714,0.09334922531029997,0.22017127391053126,0.19484726532449254
