iter,time,reward,steps,convergence,,time,reward,steps,convergence,,time,reward,steps,convergence
193,3.1255,-299,300,3.488758005,,2062.7164,7,95,0,,1417.0667,-4,106,0
194,1.8752,-299,300,3.505773229,,2062.7892,2,100,0,,1419.7851,-12,114,0
195,1.8193,-299,300,3.502280608,,2120.003,-24,126,0,,1416.532,10,92,0
196,2.2505,-299,300,3.64044848,,2128.4088,6,96,0,,1419.4009,8,94,0
197,2.035,-299,300,3.429294013,,2065.0456,2,100,0,,1444.0158,6,96,0
198,1.7382,-65,167,3.226191206,,2083.5027,-16,118,0,,1448.2874,3,99,0
199,2.2322,-21,123,3.075609212,,2093.8063,12,90,0,,1528.0905,16,86,0
200,2.6133,-299,300,2.886871192,,2099.9596,16,86,0,,1471.8145,3,99,0
201,2.6555,-124,226,2.824860571,,2150.722,8,94,0,,1466.6534,-7,109,0
202,1.9097,-24,126,2.743402048,,2146.0337,9,93,0,,1456.0602,5,97,0
203,2.0689,-132,234,2.86728248,,2266.3586,4,98,0,,1479.5322,6,96,0
204,1.9081,-102,204,2.920514517,,2272.8763,2,100,0,,1471.6116,2,100,0
205,1.639,-97,199,3.063315307,,2288.6712,7,95,0,,1490.7745,5,97,0
206,1.6704,-49,151,2.956183615,,2317.7461,-9,111,0,,1552.9171,0,102,0
207,5.0199,-299,300,3.039453552,,2180.6019,2,100,0,,1516.4148,1,101,0
208,2.3998,-299,300,3.120745835,,2198.0125,1,101,0,,1514.2694,-2,104,0
209,2.4456,-299,300,3.114246402,,2224.1679,-10,112,0,,1570.2229,-2,104,0
210,1.8778,-299,300,3.270183083,,2287.1188,0,102,0,,1670.7315,0,102,0
211,1.816,-299,300,3.125008687,,2322.2834,13,89,0,,1933.5871,-8,110,0
212,2.2299,-299,300,3.157909667,,2350.7049,5,97,0,,1732.2861,1,101,0
213,1.6676,-133,235,3.008356759,,2363.1672,-8,110,0,,1553.8899,9,93,0
214,2.0301,-33,135,2.958047884,,2451.1714,-11,113,0,,1553.7749,6,96,0
215,3.2056,-50,152,2.902967645,,2379.7739,7,95,0,,1580.9372,15,87,0
216,3.6511,-30,132,2.831688488,,2363.0632,-1,103,0,,1606.1551,4,98,0
217,5.2167,14,88,2.682123603,,2410.2315,-9,111,0,,1611.3201,-31,133,0
218,3.3044,-299,300,2.644587531,,2398.4784,1,101,0,,1601.4879,-2,104,0
219,2.1549,-4,106,2.70708845,,2477.2536,-9,111,0,,1635.7176,-3,105,0
220,2.1839,-299,300,2.544818104,,2524.8919,-5,107,0,,1601.4913,16,86,0
221,2.0051,-149,251,2.642204411,,2455.8631,2,100,0,,1599.3882,12,90,0
222,2.5147,-14,116,2.513411225,,2458.3928,10,92,0,,1615.6248,3,99,0
223,1.8912,-158,260,2.504932278,,2670.3086,-3,105,0,,1705.6589,9,93,0
224,4.6709,-104,206,2.539646478,,2508.6124,5,97,0,,1618.2065,10,92,0
225,1.637,-299,300,2.373851191,,2494.5686,4,98,0,,1642.3154,-3,105,0
226,2.4065,-299,300,2.23098839,,2546.5815,13,89,0,,1624.5252,4,98,0
227,2.4638,-28,130,2.226558507,,2566.8984,8,94,0,,1676.4801,1,101,0
228,2.2842,-299,300,2.233471579,,2444.4211,-9,111,0,,1877.6012,-1,103,0
229,2.357,-299,300,2.109359959,,2507.0512,-1,103,0,,1666.9741,24,78,0
230,2.5124,-187,289,2.149688094,,2523.1233,13,89,0,,1636.012,-6,108,0
231,1.6961,-299,300,2.119851083,,2547.9195,4,98,0,,1652.2696,14,88,0
232,2.0942,-299,300,2.069581974,,2485.5579,11,91,0,,1655.8428,3,99,0
233,2.5543,-143,245,2.188838576,,2500.1771,-1,103,0,,1687.9013,-12,114,0
234,5.7375,-90,192,2.009917028,,2649.0254,-10,112,0,,1806.5376,-4,106,0
235,2.2658,-299,300,2.074126971,,2634.949,12,90,0,,1714.6193,-3,105,0
236,2.7949,-189,291,2.207094177,,2608.3996,1,101,0,,1682.3358,1,101,0
237,2.0525,-119,221,2.283595323,,2638.6918,-1,103,0,,1717.2641,-5,107,0
238,2.5365,-13,115,2.264549488,,2655.4898,4,98,0,,1716.4492,11,91,0
239,2.338,-51,153,2.4337442,,2708.7882,4,98,0,,1739.4659,5,97,0
240,2.0837,-37,139,2.437076357,,2661.4083,-7,109,0,,1746.3825,8,94,0
241,2.0195,-64,166,2.605352352,,2692.3938,12,90,0,,1767.2266,-12,114,0
242,1.93,-18,120,2.726589314,,2812.4377,13,89,0,,1763.8547,-8,110,0
243,2.5515,-24,126,2.690077813,,2671.8794,13,89,0,,1776.9082,-16,118,0
244,1.6366,-17,119,2.668295258,,2783.8651,4,98,0,,1770.61,-5,107,0
245,2.2557,-58,160,2.615362749,,2744.864,7,95,0,,1788.3647,3,99,0
246,1.5742,-299,300,2.58786213,,3497.3702,12,90,0,,1789.0288,9,93,0
247,2.6626,-73,175,2.425352208,,2863.4604,15,87,0,,1798.4622,4,98,0
248,8.5001,-299,300,2.818655725,,2765.9331,-9,111,0,,1860.0442,-2,104,0
249,6.9629,-9,111,2.738238735,,2769.1996,5,97,0,,1801.5684,4,98,0
250,1.8868,-4,106,2.700799224,,2851.785,-16,118,0,,1802.1305,-24,126,0
251,3.0428,-96,198,2.513912209,,2821.1411,22,80,0,,1835.3434,-20,122,0
252,2.0649,-65,167,2.608892828,,2842.0987,8,94,0,,1842.8137,4,98,0
253,2.3056,-19,121,2.734262732,,3107.3793,-8,110,0,,1825.2775,3,99,0
254,1.9885,-105,207,2.773953529,,2844.249,6,96,0,,1843.0497,3,99,0
255,1.6321,-55,157,3.040978809,,2817.3104,9,93,0,,1836.9083,-18,120,0
256,2.5175,-84,186,2.851057783,,2906.5286,0,102,0,,1860.0235,-11,113,0
257,1.7364,-33,135,2.945484666,,2831.4709,7,95,0,,1865.0768,3,99,0
258,1.7712,-60,162,2.614920352,,2973.963,-2,104,0,,1873.2481,-2,104,0
259,1.9566,9,93,2.82228182,,2981.5627,1,101,0,,1887.3401,1,101,0
260,2.6036,-299,300,2.871388484,,2877.7972,-6,108,0,,1877.8336,-5,107,0
261,3.6875,-90,192,3.002342347,,2802.8926,-9,111,0,,1887.2766,-2,104,0
262,1.8999,-143,245,2.903105108,,3010.0446,2,100,0,,1897.3474,-12,114,0
263,1.9004,-41,143,2.57649162,,2976.7219,1,101,0,,1903.4103,7,95,0
264,1.7651,-67,169,2.502271925,,3048.0181,6,96,0,,1909.0449,15,87,0
265,1.9675,-105,207,2.234170647,,3064.1165,12,90,0,,1933.4517,13,89,0
266,3.9693,-112,214,2.432477284,,3003.6551,9,93,0,,1922.1323,3,99,0
267,3.0426,-64,166,2.361914021,,3033.629,-3,105,0,,1945.137,-1,103,0
268,1.6766,-299,300,2.45022059,,3020.114,-13,115,0,,1954.3642,4,98,0
269,4.4767,-299,300,2.355388507,,3012.9714,-1,103,0,,1950.1386,10,92,0
270,1.8954,-134,236,2.451402501,,3007.1285,5,97,0,,1992.9279,12,90,0
271,2.5273,-52,154,2.313240321,,3077.4792,-5,107,0,,1966.7971,-1,103,0
272,2.5075,-11,113,2.216609428,,3155.7063,2,100,0,,2051.6205,8,94,0
273,1.8882,-25,127,2.378583248,,3094.229,18,84,0,,1976.7986,8,94,0
274,1.5233,-75,177,2.435939847,,3191.1172,3,99,0,,1967.2367,-12,114,0
275,1.8956,-61,163,2.442119472,,3121.7589,0,102,0,,2003.1068,7,95,0
276,5.4536,-66,168,2.514213213,,3174.9941,-1,103,0,,1980.0191,-3,105,0
277,1.9398,-92,194,2.584434613,,3372.8003,-12,114,0,,2002.5069,5,97,0
278,2.1911,-13,115,2.378801773,,2992.5214,-5,107,0,,2010.7774,-4,106,0
279,2.0087,-34,136,2.178999461,,3066.7074,16,86,0,,2006.5274,10,92,0
280,2.4584,-6,108,2.037849987,,3318.6778,-10,112,0,,2036.235,1,101,0
281,2.1978,9,93,2.133634841,,3196.2109,-2,104,0,,2021.6814,4,98,0
282,1.7712,-17,119,2.410487544,,3250.1613,14,88,0,,2162.7455,10,92,0
283,1.9696,-105,207,2.268246415,,3222.1901,-1,103,0,,2051.6504,11,91,0
284,2.1683,-299,300,2.339770931,,3235.8514,-21,123,0,,2063.6428,5,97,0
285,1.6257,1,101,2.403129618,,3580.3032,15,87,0,,2071.7058,4,98,0
286,2.1718,-76,178,2.148793215,,3318.1175,20,82,0,,2066.0828,14,88,0
287,1.5609,1,101,2.077183833,,3276.0433,9,93,0,,2113.0369,11,91,0
288,2.0783,-3,105,2.079356756,,3324.8462,-10,112,0,,2793.3641,5,97,0
