iter,time,reward,steps,convergence
1,52.205000000185464,-299.0,300.0,9.99
2,32.210600000098566,-299.0,300.0,9.791900000000002
3,46.01449999995566,-299.0,300.0,9.47176430184
4,17.680200000086188,-299.0,300.0,9.0224543863304
5,26.315099999919767,-299.0,300.0,8.468513354767625
6,15.735499999891545,-299.0,300.0,7.931107559592324
7,16.965900000059264,-299.0,300.0,7.436150266770795
8,7.2869999999056745,-299.0,300.0,6.917877972667364
9,9.865200000149343,-299.0,300.0,6.373330471510158
10,15.136299999994662,-299.0,300.0,5.804516312515363
11,19.450199999937468,-299.0,300.0,5.412820881017163
12,12.677199999870936,-299.0,300.0,5.052108579056071
13,12.575999999853593,-299.0,300.0,4.794960882050633
14,21.521500000062588,-299.0,300.0,4.625542027859159
15,14.64269999996759,-299.0,300.0,4.456234492837522
16,10.454600000002756,-299.0,300.0,4.239479873266838
17,10.05129999998644,-299.0,300.0,4.46888544483908
18,7.734000000027663,-299.0,300.0,4.576101110618792
19,10.43959999992694,-299.0,300.0,4.393458388809033
20,12.92820000003303,-299.0,300.0,4.501131910799329
21,9.713199999850985,-299.0,300.0,4.479608246475937
22,9.023399999932735,-299.0,300.0,4.4311370029765005
23,12.041599999975006,-299.0,300.0,4.707153959701616
24,10.131300000011834,-299.0,300.0,5.176248258986337
25,6.236400000034337,-299.0,300.0,5.520648986297838
26,13.318799999979092,-299.0,300.0,5.6037143946320365
27,11.740400000007867,-299.0,300.0,5.319836030930569
28,10.610999999926207,-299.0,300.0,5.211651156490307
29,6.998300000077506,-299.0,300.0,5.427951308895951
30,9.67439999999442,-299.0,300.0,5.189378191399298
31,7.655099999965387,-299.0,300.0,4.831859980684003
32,7.287700000006225,-299.0,300.0,4.69756197777555
33,6.191000000171698,-299.0,300.0,4.45861721878604
34,6.693099999893093,-299.0,300.0,4.088047326571212
35,13.276300000143237,-299.0,300.0,3.9654304818366213
36,6.86800000016774,-299.0,300.0,4.16669406470328
37,3.6920000000009168,-299.0,300.0,4.267409109451623
38,6.729700000050798,-299.0,300.0,4.506777430335598
39,4.427000000077896,-299.0,300.0,4.502421709732074
40,11.573199999929784,-299.0,300.0,5.028829474522876
41,9.446599999819227,-299.0,300.0,5.1999344459321195
42,7.087599999977101,-299.0,300.0,5.19913606329594
43,6.5457999999125605,-299.0,300.0,5.301176023134132
44,5.253300000049421,-299.0,300.0,5.183304199802379
45,3.752899999881265,-299.0,300.0,5.047074874606167
46,6.238299999949959,-299.0,300.0,5.2197051548714795
47,5.357199999934892,-299.0,300.0,5.104538792255278
48,5.927100000008068,-299.0,300.0,4.760078733419109
49,2.8309000001627282,-299.0,300.0,4.638342292504057
50,5.107299999963288,-299.0,300.0,4.2719388180306614
51,5.479499999864856,-299.0,300.0,4.341520828422331
52,3.1920999999783817,-299.0,300.0,4.590617113033351
53,6.272900000112713,-299.0,300.0,4.443440830712158
54,2.5493000000551547,-299.0,300.0,4.589461842381375
55,11.052299999846582,-299.0,300.0,4.5665244028562935
56,3.980100000035236,-299.0,300.0,4.084093138000332
57,3.595099999984086,-299.0,300.0,4.294723568365813
58,5.310600000029808,-299.0,300.0,4.312871404835268
59,5.237000000079206,-299.0,300.0,4.320795730119748
60,3.2290999999986525,-299.0,300.0,4.417675840273051
61,3.6018000000694883,-299.0,300.0,4.2602100550835615
62,4.959000000098968,-299.0,300.0,4.074395887123862
63,5.499999999983629,-299.0,300.0,4.127900577340796
64,2.758399999947869,-299.0,300.0,4.381323448169235
65,6.7375999999512715,-299.0,300.0,4.3329218497169615
66,2.796299999999974,-299.0,300.0,4.413800995995168
67,5.835999999817432,-299.0,300.0,3.916071534212122
68,9.462499999926877,-299.0,300.0,3.701094253696702
69,3.097799999977724,-299.0,300.0,3.5713856224426097
70,3.5455999998248444,-299.0,300.0,3.6084255389872575
71,3.913300000021991,-299.0,300.0,3.588060233895761
72,5.130099999860249,-299.0,300.0,3.7661439742538363
73,2.8313999998772488,-299.0,300.0,3.8088704556437714
74,5.662699999902543,-299.0,300.0,3.2962907497736937
75,3.1926000001476496,-299.0,300.0,3.3669732376793426
76,5.27420000003076,-299.0,300.0,3.4340945959771454
77,4.022800000029747,-299.0,300.0,3.8260187483811956
78,3.9454999998724816,-299.0,300.0,4.228600780964645
79,5.602899999985311,-299.0,300.0,4.477936208435205
80,2.591100000017832,-299.0,300.0,4.459286120534765
81,7.460600000058548,-299.0,300.0,4.682560018689918
82,5.958099999816113,-299.0,300.0,4.8639855203919655
83,6.575699999984863,-299.0,300.0,4.797397968590706
84,2.7595999999903142,-299.0,300.0,5.008689506679101
85,4.288699999960954,-299.0,300.0,4.861796719612782
86,4.398799999989933,-299.0,300.0,4.7032095343219
87,3.4940000000460714,-299.0,300.0,4.566178875814522
88,4.288399999950343,-299.0,300.0,4.492055264382442
89,3.4670999998525076,-299.0,300.0,4.620529416645743
90,3.389799999922616,-299.0,300.0,4.3626871443482385
91,2.5800999999319174,-299.0,300.0,4.252290424254921
92,4.356299999926705,-299.0,300.0,3.9507304968194696
93,2.881999999999607,-299.0,300.0,4.046362795352976
94,2.6826999999229884,-299.0,300.0,4.078367395657448
95,4.362299999911556,-299.0,300.0,4.057360872456877
96,5.493399999977555,-299.0,300.0,4.2147533466911
97,6.292100000109713,-299.0,300.0,4.256320990506579
98,2.6907999999821186,-299.0,300.0,4.163378646982098
99,4.534700000021985,-299.0,300.0,4.277131020261159
100,4.060199999912584,-299.0,300.0,4.411083713757559
101,2.4654999999711436,-299.0,300.0,4.231967153197658
102,2.3808000000826723,-299.0,300.0,4.236570954844761
103,5.947399999968184,-299.0,300.0,4.028926126727007
104,2.686199999970995,-299.0,300.0,3.8990260780685277
105,2.0282999998926243,-299.0,300.0,3.944297951569935
106,2.168600000004517,-299.0,300.0,3.8365369343671447
107,3.10300000001007,-299.0,300.0,3.738312826212885
108,2.851299999974799,-299.0,300.0,3.878337617110475
109,5.82099999996899,-299.0,300.0,3.817497518621986
110,2.5548999999500666,-299.0,300.0,3.8591966731521743
111,2.6078999999299413,-299.0,300.0,3.9435934359574327
112,2.65809999996236,-299.0,300.0,4.134981034875571
113,3.109700000095472,-299.0,300.0,4.176680427426716
114,3.1067999998413143,-299.0,300.0,4.053691681535671
115,2.575299999989511,-299.0,300.0,4.418898607120703
116,3.698700000086319,-299.0,300.0,4.661314755664882
117,3.8510000001679145,-299.0,300.0,4.995118702292389
118,1.548899999988862,-299.0,300.0,4.734910668798674
119,3.5129000000324595,-299.0,300.0,4.435244542864396
120,2.8933999999480875,-299.0,300.0,4.54978304968354
121,2.413800000113042,-299.0,300.0,4.597709031305448
122,3.3245000001898006,-299.0,300.0,4.459799006266893
123,2.510000000029322,-299.0,300.0,4.45817426388459
124,4.372800000055577,-299.0,300.0,4.739498444538111
125,4.92660000008982,-299.0,300.0,4.597832487666819
126,1.8046000000140339,-299.0,300.0,4.4363016126717945
127,5.894099999977698,-299.0,300.0,4.012307046152964
128,2.3080000000845757,-299.0,300.0,4.038831894669268
129,2.551499999981388,-299.0,300.0,3.9517245359555426
130,3.2886000001326465,-299.0,300.0,3.806952984439845
131,1.8899000001511013,-299.0,300.0,3.9761024800031577
132,2.223599999979342,-299.0,300.0,4.054154186220932
133,7.7263000000584725,-299.0,300.0,3.935518158208075
134,2.285400000118898,-299.0,300.0,3.8953089505251755
135,4.62550000020201,-299.0,300.0,3.6375178695285464
136,2.187499999990905,-299.0,300.0,3.653894858044539
137,3.3178000001043984,-299.0,300.0,3.7356094663495796
138,2.453600000080769,-299.0,300.0,3.7441430725322604
139,4.177400000116904,-299.0,300.0,3.9198542579453886
140,2.85859999985405,-299.0,300.0,3.6476043928853246
141,1.9730000001345616,-299.0,300.0,3.5408015167872184
142,1.937500000167347,-299.0,300.0,3.4070386965326547
143,4.857399999991685,-299.0,300.0,3.6602673953097167
144,1.7253000000891916,-299.0,300.0,3.389562752650697
145,2.5336999999581167,-299.0,300.0,3.633301386803626
146,1.7225999999936903,-299.0,300.0,3.634870403484927
147,4.351100000121733,-299.0,300.0,3.646189637931972
148,1.4187000001584238,-150.0,252.0,3.8008230470467637
149,3.2946999999694526,-299.0,300.0,3.698822257243635
150,2.5184000000990636,-299.0,300.0,3.9047210617152985
151,2.8938999998899817,-299.0,300.0,4.002107257930184
152,1.4962999998715532,-299.0,300.0,3.9370540070298774
153,2.521600000136459,-299.0,300.0,3.977802307543307
154,4.253600000083679,-299.0,300.0,4.161617186714729
155,2.0868999999947846,-299.0,300.0,3.9907066786248238
156,2.599099999997634,-92.0,194.0,4.0700264266101005
157,2.2323999999116495,-299.0,300.0,4.171745099817511
158,2.0405999998729385,-299.0,300.0,4.098811728523274
159,1.8383000001449545,-299.0,300.0,4.382134466777747
160,1.867200000106095,-299.0,300.0,4.416591349118014
161,4.306799999994837,-299.0,300.0,4.19792683102599
162,2.6129000000310043,-299.0,300.0,4.298463562326202
163,2.1417999998902815,-299.0,300.0,4.157248698682058
164,1.7524000002140383,-299.0,300.0,4.235624842756684
165,1.5931000000364293,-299.0,300.0,4.306578124994187
166,5.155199999990145,-299.0,300.0,4.211029078439979
167,2.022399999987101,-299.0,300.0,4.293980523203244
168,1.3361999999688123,-136.0,238.0,4.2534543820392745
169,1.6680999999607593,-299.0,300.0,4.143730828593276
170,1.8993000001046312,-299.0,300.0,4.181667034902956
171,1.3698000000204047,-299.0,300.0,4.338506791323146
172,4.036599999835744,-130.0,232.0,4.204294598780584
173,1.7694000000574306,-299.0,300.0,4.2189725963125495
174,2.3413999999775115,-299.0,300.0,3.9646185051612846
175,2.4511000001439243,-299.0,300.0,4.048313095944408
176,2.6261000000431522,-299.0,300.0,4.171691530279807
177,1.8623000000843604,-299.0,300.0,4.04501719932487
178,4.026800000019648,-299.0,300.0,4.006966386981807
179,1.6590000000178406,-299.0,300.0,3.840361866160894
180,2.390099999956874,-299.0,300.0,3.8029512608271445
181,4.437600000073871,-128.0,230.0,3.5381558926525742
182,1.9592999999531457,-299.0,300.0,3.5323050603418955
183,2.629299999853174,-299.0,300.0,3.404949225627869
184,1.8219999999473657,-49.0,151.0,3.428931278033177
185,3.455700000131401,-299.0,300.0,3.4728551382020854
186,3.482099999928323,-299.0,300.0,3.4833394590143927
187,1.7985000001772278,-299.0,300.0,3.514898835619559
188,3.1447000001207925,-299.0,300.0,3.632025762572578
189,1.5418000000408938,-299.0,300.0,3.5049011306919957
190,1.4272999999320746,-299.0,300.0,3.4648299452231286
191,1.9600000000536966,-299.0,300.0,3.664112953563334
192,1.2251000000560452,-299.0,300.0,3.7348033377443257
193,2.437999999983731,-299.0,300.0,3.9006401726074507
194,2.423799999860421,-299.0,300.0,4.085228331319376
195,1.9452999999884923,-299.0,300.0,3.972061316734352
196,2.0798000000468164,-125.0,227.0,3.887682809542981
197,1.357799999823328,-299.0,300.0,3.6945578858543358
198,0.9727999999995518,-299.0,300.0,3.48987832615405
199,2.0013000000744796,-299.0,300.0,3.748599723829691
200,1.9538999999895168,-299.0,300.0,3.673004542541218
201,1.6336999999566615,-299.0,300.0,3.6484119878881502
202,1.479100000096878,-299.0,300.0,3.6214839641894394
203,1.628700000082972,-299.0,300.0,3.6786281571987276
204,1.3846000001649372,-299.0,300.0,3.649593277948108
205,4.085100000111197,-299.0,300.0,3.5926729892684355
206,1.3845999999375636,-299.0,300.0,3.434178401355311
207,3.53850000010425,-299.0,300.0,3.58836698867169
208,1.962000000048647,-299.0,300.0,3.8071433388039195
209,1.9440000000940927,-299.0,300.0,3.7829646597945015
210,1.6502999999374879,-131.0,233.0,3.9404991740422424
211,3.0480000000352447,-299.0,300.0,4.062315832580275
212,2.2065000000566215,-299.0,300.0,4.0060893309984476
213,1.5415000000302825,-299.0,300.0,3.7358240283621447
214,1.4287000001331762,-48.0,150.0,3.8636987033402987
215,2.050599999847691,-299.0,300.0,3.667138693528917
216,3.2075000001441367,-299.0,300.0,3.578838506398138
217,1.425299999937124,-299.0,300.0,3.4874478282022885
218,1.4782000000650442,-299.0,300.0,3.422842355163408
219,7.224100000030376,-299.0,300.0,3.246876031868948
220,2.1908999999595835,-299.0,300.0,3.1512776752308573
221,1.3558000000557513,-299.0,300.0,2.8918392841519553
222,1.5776000000187196,-80.0,182.0,3.205271871578654
223,1.6576999998960673,-299.0,300.0,3.2915466406941065
224,1.1679000001549866,-85.0,187.0,3.0686285168552954
225,1.223099999833721,-299.0,300.0,3.266478955124785
226,2.1217999999407766,-299.0,300.0,3.4808318644354515
227,1.4065000000300643,-299.0,300.0,3.491128237323289
228,3.7167000000408734,-89.0,191.0,3.470653703699913
229,1.187500000014552,-160.0,262.0,3.4395255870997774
230,1.410000000078071,-55.0,157.0,3.393529152111376
231,3.7701000001106877,-138.0,240.0,3.596934523225836
232,1.3119999998707499,-299.0,300.0,3.303785917404261
233,1.352900000028967,-141.0,243.0,3.204214480867333
234,1.1331999999129039,-299.0,300.0,3.085144427807646
235,1.5965000000051077,-174.0,276.0,3.0938603787609655
236,1.5385000001515436,-299.0,300.0,2.9513819534268717
237,1.2229999999817665,-299.0,300.0,2.8980261325327925
238,1.5023000000837783,-141.0,243.0,2.7198665976481724
239,1.275500000019747,-299.0,300.0,2.7416083112842853
240,1.8536000000040076,-299.0,300.0,2.7127127441395675
241,1.5410000000883883,-299.0,300.0,2.512551303835845
242,2.0206000001508073,-299.0,300.0,2.547257515867468
243,4.569400000036694,-49.0,151.0,2.6127789246580564
244,1.0548000000198954,-91.0,193.0,2.784915670365562
245,1.1344999998073035,-299.0,300.0,2.841898631877089
246,1.3818999998420622,-299.0,300.0,2.9472799503713816
247,1.1712999998962914,-299.0,300.0,2.9492733130463775
248,2.477900000030786,-196.0,298.0,3.1763128528688287
249,1.2955999998212064,-97.0,199.0,3.2014190246544323
250,1.2034999999741558,-299.0,300.0,3.2163079439188698
251,4.20750000012049,-299.0,300.0,3.26737720724707
252,1.6106000000490894,-63.0,165.0,3.2787592428143357
253,2.085600000100385,-144.0,246.0,3.2323794182573407
254,1.6626000001451757,-299.0,300.0,3.121069192705421
255,2.2524999999404827,-35.0,137.0,2.970178317786532
256,2.599099999997634,-90.0,192.0,2.93303308742076
257,1.3863000001492765,-54.0,156.0,2.91737440382766
258,1.3601000000562635,-299.0,300.0,2.8692640938732006
259,1.4688999999634689,-57.0,159.0,2.984485643575229
260,1.173099999959959,-111.0,213.0,3.0062687349113744
261,1.1841000000458735,-105.0,207.0,2.878430900816171
262,1.1941000000206259,-299.0,300.0,2.870609702813349
263,4.211499999883017,-160.0,262.0,2.844375876450165
264,1.7150999999557826,-299.0,300.0,2.93052351206084
265,1.4496999999664695,-299.0,300.0,2.844797499452544
266,1.1645000001863082,-299.0,300.0,2.7650760732579123
267,1.334899999847039,-299.0,300.0,2.7275335713828603
268,1.2349999999514694,-36.0,138.0,2.618328374394113
269,1.9953999999415828,-299.0,300.0,2.4063774869838874
270,1.3796000000638742,-299.0,300.0,2.1957174824459935
271,1.268399999844405,-299.0,300.0,2.190794511684352
272,1.0693000001538167,-187.0,289.0,2.1101352270736875
273,1.265299999886338,-87.0,189.0,2.158892369963715
274,6.454000000076121,-155.0,257.0,2.126770678750345
275,1.3354999998682615,-299.0,300.0,2.1954716218023314
276,1.1984000000211381,-103.0,205.0,2.3754294986254285
