iter,time,reward,steps,convergence,policy
1,17.470200000047953,-299.0,300.0,79.72933618843683,False
2,37.90970000000016,-299.0,300.0,66.4894453819176,False
3,35.004000000071755,-299.0,300.0,54.98488051023933,False
4,75.77060000005531,-299.0,300.0,48.2464357882446,False
5,62.3904000000266,-299.0,300.0,43.41011135426934,False
6,70.06709999996019,-299.0,300.0,26.265415963903294,False
7,79.35349999991104,-299.0,300.0,26.021287250583452,False
8,82.36160000001291,-299.0,300.0,27.92192516465844,False
9,97.16849999995247,-299.0,300.0,23.229395869041845,False
10,94.70109999995202,-299.0,300.0,23.808959537107658,False
11,110.59720000002926,-299.0,300.0,27.04282109364044,False
12,110.62909999998283,-299.0,300.0,21.767467918492702,False
13,127.36539999991692,-299.0,300.0,19.02935879556643,False
14,130.9915000000501,-299.0,300.0,20.883913509400664,False
15,138.3363999999574,-299.0,300.0,16.12235466191165,False
16,147.9080999999951,-299.0,300.0,15.449556150435969,False
17,152.41179999998167,-299.0,300.0,12.029491245645902,False
18,161.06779999995524,-299.0,300.0,10.552424939637213,False
19,167.5474999999551,-299.0,300.0,10.798645892372011,False
20,172.72829999990336,-299.0,300.0,8.60276631166747,False
21,187.42569999994885,-299.0,300.0,12.452541435932474,False
22,196.86000000001513,-299.0,300.0,8.078779297831126,False
23,199.0597000000207,-299.0,300.0,7.513798399043152,False
24,206.95160000002488,-299.0,300.0,7.175309352567131,False
25,217.88449999996828,-299.0,300.0,8.574138116180464,False
26,322.855499999946,-299.0,300.0,6.7098512780532324,False
27,232.21730000000207,-299.0,300.0,6.45178528831738,False
28,238.98320000000695,-299.0,300.0,6.359169866415998,False
29,241.42590000008113,-299.0,300.0,6.029508481553959,False
30,248.44840000002932,-299.0,300.0,5.77182992743932,False
31,254.17300000003706,-299.0,300.0,5.678801102631744,False
32,265.11570000002393,-299.0,300.0,5.570145393650999,False
33,272.69860000001245,-299.0,300.0,5.248808489649592,False
34,276.84820000001764,-299.0,300.0,5.125300146157127,False
35,297.6350999999795,-299.0,300.0,5.01617685431033,False
36,297.637800000075,-299.0,300.0,4.909014553201596,False
37,306.4740999999458,-299.0,300.0,4.653820435451329,False
38,307.44240000001355,-299.0,300.0,4.223661293041923,False
