iter,time,reward,steps,convergence
1,71.79889999997613,-299.0,300.0,9.098009999999999
2,141.4599999998245,-299.0,300.0,8.194069600999999
3,100.24280000016006,-299.0,300.0,7.288276252152092
4,108.85430000007545,-299.0,300.0,6.3806081909462575
5,72.84810000010111,-299.0,300.0,5.471102724158419
6,122.63200000006691,-299.0,300.0,4.559796416159658
7,23.809199999959674,-299.0,300.0,3.647603171240886
8,97.85020000003897,-299.0,300.0,2.733662571895998
9,219.3793999999798,-299.0,300.0,1.8180209557962137
10,56.56009999984235,-299.0,300.0,0.9008670445773295
11,55.31440000004295,-299.0,300.0,0.8840544961917007
12,42.98319999998057,-299.0,300.0,0.8675765175189462
13,43.20770000003904,-299.0,300.0,0.8723389938629286
14,97.47830000014801,-299.0,300.0,0.8580172033168918
15,45.93520000003082,-299.0,300.0,0.8439804164027211
16,55.392299999994066,-299.0,300.0,0.830655630027892
17,24.16029999994862,-299.0,300.0,0.8167179393511101
18,20.399099999849568,-299.0,300.0,0.803057608718796
19,66.5228999998817,-299.0,300.0,0.8157350515150451
20,42.121499999893786,-299.0,300.0,0.8291761733442989
21,93.56419999994614,-299.0,300.0,0.8182402420994528
22,94.06479999984185,-299.0,300.0,0.8075219358863794
23,14.493500000071435,-299.0,300.0,0.7767274913433349
24,34.435300000041025,-299.0,300.0,0.7655353498574711
25,25.006600000097023,-299.0,300.0,0.7815111332282176
26,19.70049999999901,-299.0,300.0,0.7993121544433054
27,34.27139999985229,-299.0,300.0,0.7910122389467256
28,68.73889999997118,-299.0,300.0,0.7831670215724321
29,58.660600000166596,-299.0,300.0,0.7496880140098308
30,39.91659999996955,-299.0,300.0,0.7156928418325605
31,21.279600000070786,-299.0,300.0,0.7064837483313162
32,33.784699999841905,-299.0,300.0,0.7297099773797157
33,49.37670000003891,-299.0,300.0,0.7207744031645513
34,21.978600000011284,-299.0,300.0,0.7120166468762693
35,38.47700000005716,-299.0,300.0,0.6764879686970822
36,43.66589999995085,-299.0,300.0,0.639090486800492
37,26.891400000067733,-299.0,300.0,0.6281839111831313
38,28.50850000004357,-299.0,300.0,0.6172048466166518
39,33.31909999997151,-299.0,300.0,0.6065196976600571
40,24.342300000171235,-299.0,300.0,0.5965706127024535
41,17.0144999999593,-299.0,300.0,0.5868341844026363
42,26.182400000152484,-299.0,300.0,0.5450394494370165
43,18.71830000004593,-299.0,300.0,0.5356222429196322
44,18.140300000140996,-299.0,300.0,0.5263924388119434
45,37.39080000013928,-299.0,300.0,0.5178297292250236
46,41.15249999995285,-299.0,300.0,0.5097953368710861
47,24.67419999993581,-299.0,300.0,0.5019208289249917
48,27.316199999859236,-299.0,300.0,0.4956370215125857
49,29.64990000009493,-299.0,300.0,0.48800622381421227
50,31.109799999967436,-299.0,300.0,0.5268908890010736
51,21.48370000008981,-299.0,300.0,0.5197695236780129
52,41.37130000003708,-299.0,300.0,0.5143257328284446
53,23.99850000006154,-299.0,300.0,0.507633441692904
54,9.680599999910555,-299.0,300.0,0.5010743271509608
55,27.97000000009575,-299.0,300.0,0.49458080375443714
56,31.83450000005905,-299.0,300.0,0.48785858216130196
57,21.97240000009515,-299.0,300.0,0.4818955095744667
58,9.214500000098269,-299.0,300.0,0.4746171043065486
59,20.491399999855275,-299.0,300.0,0.4698967798739764
60,26.645599999937986,-299.0,300.0,0.4183833503518205
61,58.09199999998782,-299.0,300.0,0.46186442673935774
62,12.372799999866402,-299.0,300.0,0.45554804540052307
63,27.527499999905558,-299.0,300.0,0.48351141901233063
64,24.06839999980548,-299.0,300.0,0.48694625055475316
65,14.770499999940512,-299.0,300.0,0.4987478906114604
66,16.897599999992963,-299.0,300.0,0.49437245127396007
67,27.742600000010498,-299.0,300.0,0.5220098965001836
68,24.207899999964866,-299.0,300.0,0.5179091214168321
69,29.632300000002942,-299.0,300.0,0.5125857288625231
70,22.47750000015003,-299.0,300.0,0.5073682718200435
71,15.742000000045664,-299.0,300.0,0.46664497232949465
72,19.66909999987365,-299.0,300.0,0.4612477575320576
73,8.99200000003475,-299.0,300.0,0.4753906317695093
74,13.371600000027684,-299.0,300.0,0.5134088290245322
75,26.420799999868905,-299.0,300.0,0.5228690874119162
76,24.21490000006088,-299.0,300.0,0.5177088910297332
77,26.572400000077323,-299.0,300.0,0.49594881175376837
78,17.968300000120507,-299.0,300.0,0.5241390700690753
79,12.928500000043641,-299.0,300.0,0.5219185480137244
80,13.149999999995998,-299.0,300.0,0.548787297096073
81,8.736300000009578,-299.0,300.0,0.5831227820033611
82,11.827699999912511,-299.0,300.0,0.5790641121427236
83,20.423899999968853,-299.0,300.0,0.5722594939658782
84,12.375100000099337,-299.0,300.0,0.5507996584151115
85,14.648500000021158,-299.0,300.0,0.5207589414189181
86,18.203399999947578,-299.0,300.0,0.5163820444990771
87,14.624299999923096,-299.0,300.0,0.530969804550358
88,23.978700000043318,-299.0,300.0,0.5342917375575408
89,20.138399999950707,-299.0,300.0,0.5273676208496842
90,23.75419999998485,-299.0,300.0,0.49922143425742294
91,14.68180000006214,-299.0,300.0,0.4777679728896068
92,11.41349999988961,-299.0,300.0,0.4740649126440708
93,8.839899999884437,-299.0,300.0,0.4208556904517334
94,25.158899999951245,-299.0,300.0,0.4258076676007995
95,16.13950000000841,-299.0,300.0,0.4241339917113603
96,11.647499999980937,-299.0,300.0,0.43358465032091004
97,31.298299999889423,-299.0,300.0,0.39850870633658114
98,13.73039999998582,-299.0,300.0,0.37350889294896233
99,24.16610000000219,-299.0,300.0,0.3799497712202721
100,31.791600000133258,-299.0,300.0,0.3755064144769363
101,13.058799999953408,-299.0,300.0,0.3757900879469241
102,21.059799999875395,-299.0,300.0,0.40537939997934885
103,18.493599999828803,-299.0,300.0,0.4340648500674118
104,6.026199999951132,-299.0,300.0,0.39934035030868065
105,10.705499999858148,-299.0,300.0,0.42034702786777733
106,20.811200000025565,-299.0,300.0,0.4350455524517248
107,33.53259999994407,-299.0,300.0,0.435227272936361
108,20.497599999998783,-299.0,300.0,0.44268035495291097
109,12.95069999991938,-299.0,300.0,0.43848837951259567
110,10.952300000099058,-299.0,300.0,0.4521641117393001
111,29.37130000009347,-299.0,300.0,0.4145450468965134
112,13.938700000153403,-299.0,300.0,0.4179863375053678
113,28.588800000079573,-299.0,300.0,0.3907297256292878
114,23.207499999898573,-299.0,300.0,0.4207615719176566
115,12.2502000001532,-299.0,300.0,0.41751682723921596
116,12.760000000071159,-299.0,300.0,0.4177804115140541
117,15.89190000004237,-299.0,300.0,0.4516071504349236
118,17.460799999980736,-299.0,300.0,0.43891537685243265
119,17.5970000000234,-299.0,300.0,0.45495362222038915
120,9.714699999904042,-299.0,300.0,0.4423920082357619
121,19.015300000091884,-299.0,300.0,0.4669709222872521
122,19.176799999968352,-299.0,300.0,0.4514765356198451
123,24.773200000026918,-299.0,300.0,0.4766418039920225
124,7.541999999830296,-299.0,300.0,0.45909888840057533
125,24.312900000040827,-299.0,300.0,0.447980014025095
126,12.961799999857249,-299.0,300.0,0.4345422011138257
127,10.863100000051418,-299.0,300.0,0.4226703605866201
128,8.739900000136913,-299.0,300.0,0.42877686410902793
129,25.319900000113194,-299.0,300.0,0.4149980155600355
130,21.66439999996328,-299.0,300.0,0.45266669739245485
131,10.99619999990864,-299.0,300.0,0.4488083271982716
132,13.368099999979677,-299.0,300.0,0.4585984971411789
